ProductID,zip,Units,Revenue,Datekey,city,state,latitude,longitude
449,49444,1,1070.9475,20140301,Muskegon,MI,43.198048,-86.22774
666,44708,1,813.6975,20120622,Canton,OH,40.810931,-81.42142
791,11963,1,78.6975,20111130,Sag Harbor,NY,40.99628,-72.31074
465,78731,1,1181.1975,20131231,Austin,TX,30.344305,-97.7638
461,15009,1,1128.6975,20110725,Beaver,PA,40.695281,-80.3299
733,93422,1,430.4475,20110811,Atascadero,CA,35.474913,-120.676
780,22534,1,351.6975,20110531,Partlow,VA,38.08157,-77.66795
963,64064,1,432.6,20120614,Lees Summit,MO,38.98861,-94.36474
791,98311,1,70.8225,20101217,Bremerton,WA,47.629717,-122.63493
26,83858,1,786.975,20120519,Rathdrum,ID,47.818931,-116.8783
927,60641,1,605.85,20130426,Chicago,IL,41.946431,-87.74576
1212,22192,1,404.1975,20100407,Woodbridge,VA,38.678451,-77.30657
2125,88211,1,514.4475,20140218,Artesia,NM,32.753571,-104.328113
438,29053,1,997.4475,20101024,Gaston,SC,33.830405,-81.09219
1344,29164,1,367.395,20110110,Wagener,SC,33.659078,-81.40845
604,43081,1,524.9475,20100707,Westerville,OH,40.109513,-82.91606
2237,90720,1,202.125,20111129,Los Alamitos,CA,33.794028,-118.07218
2219,50061,1,172.725,20140627,Cumming,IA,41.491203,-93.78537
506,15501,1,1359.6975,20140506,Somerset,PA,40.02847,-79.1105
548,85008,1,524.9475,20111013,Phoenix,AZ,33.466393,-112.0008
451,33853,1,910.8225,20120218,Lake Wales,FL,27.894622,-81.52824
1145,11722,1,335.9475,20100330,Central Islip,NY,40.784874,-73.19924
2043,23185,1,797.9475,20140625,Williamsburg,VA,37.256301,-76.70024
2236,26267,1,209.475,20140412,Ellamore,WV,38.912609,-80.07907
491,61310,1,892.4475,20150519,Amboy,IL,41.707588,-89.34371
132,37725,1,782.25,20140228,Dandridge,TN,35.996454,-83.39791
609,63043,1,839.9475,20150523,Maryland Heights,MO,38.725331,-90.44451
1013,43512,1,104.9475,20130430,Defiance,OH,41.29037,-84.36539
1086,73018,1,115.4475,20111205,Chickasha,OK,35.040526,-97.94723
449,33021,1,1023.6975,20111208,Hollywood,FL,26.023634,-80.18922
1315,92119,1,367.4475,20111031,San Diego,CA,32.80225,-117.02431
902,11779,1,157.4475,20131005,Ronkonkoma,NY,40.818826,-73.1187
907,48103,1,703.4475,20110314,Ann Arbor,MI,42.280887,-83.79147
1019,11742,1,236.1975,20110625,Holtsville,NY,40.810606,-73.04036
1137,18902,1,803.1975,20100414,Doylestown,PA,40.36,-75.09
449,48088,1,1102.185,20110426,Warren,MI,42.516851,-82.982757
2332,54479,1,524.475,20100416,Spencer,WI,44.764411,-90.33179
791,93722,2,141.645,20100706,Fresno,CA,36.801603,-119.88878
506,20175,1,1296.6975,20100520,Leesburg,VA,39.080037,-77.58025
1942,27909,1,125.9475,20100803,Elizabeth City,NC,36.293192,-76.23692
2269,93427,1,393.225,20140204,Buellton,CA,34.613014,-120.2051
1442,33178,1,461.895,20140819,Miami,FL,25.837696,-80.36947
204,23513,1,866.1975,20120612,Norfolk,VA,36.888147,-76.23909
1053,48462,1,322.8225,20110607,Ortonville,MI,42.84391,-83.43109
1879,45631,1,1049.9475,20130330,Gallipolis,OH,38.825478,-82.22755
942,55904,1,614.1975,20120320,Rochester,MN,43.988708,-92.42937
791,83642,1,80.85,20130208,Meridian,ID,43.609434,-116.39642
839,94566,1,824.1975,20100513,Pleasanton,CA,37.658898,-121.87149
2138,76522,1,461.9475,20101220,Copperas Cove,TX,31.131076,-97.91666
2225,17060,1,78.225,20120713,Mill Creek,PA,40.453498,-77.91154
674,57719,1,682.4475,20110627,Box Elder,SD,44.122693,-103.06315
1137,55011,1,745.4475,20150629,Cedar,MN,45.335128,-93.27434
1879,53105,1,944.9475,20110426,Burlington,WI,42.662671,-88.28132
1182,80916,1,209.9475,20110407,Colorado Springs,CO,38.808934,-104.73823
1183,91701,1,629.9475,20100405,Alta Loma,CA,34.131659,-117.5924
793,60010,1,99.6975,20111222,Barrington,IL,42.160791,-88.15231
440,44256,1,1627.4475,20150423,Medina,OH,41.139849,-81.85646
733,97402,1,430.4475,20110518,Eugene,OR,44.062231,-123.16804
438,45245,1,997.4475,20141120,Cincinnati,OH,39.075329,-84.27311
2395,90631,1,170.625,20110324,La Habra,CA,33.934513,-117.95159
2277,55420,1,330.225,20140408,Minneapolis,MN,44.837964,-93.27657
908,94110,1,215.1975,20120919,San Francisco,CA,37.74873,-122.41545
556,28129,1,855.6975,20100917,Oakboro,NC,35.232542,-80.33123
461,46342,1,1128.6975,20120618,Hobart,IN,41.533786,-87.26403
1391,50616,1,183.645,20110228,Charles City,IA,43.072978,-92.66719
2384,33908,2,1356.5475,20111231,Fort Myers,FL,26.502677,-81.93052
963,91913,1,419.9475,20100213,Chula Vista,CA,32.642486,-116.98973
2368,23707,1,765.975,20141228,Portsmouth,VA,36.835215,-76.3457
449,21619,1,1023.6975,20111111,Chester,MD,38.949536,-76.28063
1707,99507,1,131.1975,20140429,Anchorage,AK,61.154834,-149.82865
465,95124,1,1191.6975,20131116,San Jose,CA,37.256743,-121.92312
2275,78612,1,367.4475,20150322,Cedar Creek,TX,30.130116,-97.49055
2150,19565,1,514.4475,20150102,Wernersville,PA,40.327974,-76.08921
2254,54660,1,75.6,20131213,Tomah,WI,43.984412,-90.48416
1398,83709,1,330.645,20140930,Boise,ID,43.572671,-116.29527
487,78071,1,1102.4475,20140701,Three Rivers,TX,28.492487,-98.1764
471,56308,1,918.6975,20120229,Alexandria,MN,45.88645,-95.38287
183,30013,1,790.125,20120229,Conyers,GA,33.633685,-83.98382
1012,45240,1,178.4475,20120615,Cincinnati,OH,39.284806,-84.52941
362,20164,1,734.7375,20111221,Sterling,VA,39.011909,-77.39295
556,76052,1,855.6975,20110405,Haslet,TX,32.972998,-97.35592
1182,49441,1,209.9475,20150427,Muskegon,MI,43.199364,-86.2668
2379,88012,1,227.85,20140314,Las Cruces,NM,32.417871,-106.6977
1827,93402,1,257.1975,20150611,Los Osos,CA,35.313222,-120.83468
2254,45503,1,60.3225,20100430,Springfield,OH,39.94831,-83.78205
907,33442,1,703.4475,20100724,Deerfield Beach,FL,26.309757,-80.14548
1171,33868,1,425.1975,20130525,Polk City,FL,28.180035,-81.81863
636,16915,1,881.9475,20150330,Coudersport,PA,41.800278,-77.98905
1115,98580,1,427.8225,20130711,Roy,WA,46.954282,-122.48754
1114,33594,1,204.6975,20110407,Valrico,FL,27.911226,-82.24508
549,68069,1,551.1975,20100615,Waterloo,NE,41.255649,-96.30195
451,23602,1,910.8225,20120310,Newport News,VA,37.115698,-76.5183
1810,33436,1,272.9475,20140728,Boynton Beach,FL,26.530144,-80.10461
1013,27705,1,104.9475,20131022,Durham,NC,36.015992,-78.95911
183,85119,1,724.5,20100425,Apache Junction,AZ,33.38,-111.51
2275,97838,1,427.875,20110527,Hermiston,OR,45.846442,-119.28423
615,30120,1,682.4475,20120610,Cartersville,GA,34.167327,-84.82764
449,49534,1,1023.6975,20110718,Grand Rapids,MI,42.97,-85.77
585,90680,1,419.9475,20140104,Stanton,CA,33.803565,-117.99596
2214,92545,1,424.725,20130325,Hemet,CA,33.736743,-117.0217
615,77073,1,682.4475,20141217,Houston,TX,30.008745,-95.41273
506,77355,1,1270.4475,20121116,Magnolia,TX,30.158706,-95.74464
781,60174,1,105.9975,20150524,Saint Charles,IL,41.919808,-88.30498
2206,22193,1,114.975,20121226,Woodbridge,VA,38.646375,-77.34469
794,50645,1,89.1975,20110620,Ionia,IA,43.031136,-92.46149
720,30126,1,104.9475,20121212,Mableton,GA,33.817738,-84.56087
1118,15330,1,398.9475,20140328,Eighty Four,PA,40.178679,-80.10014
2275,78041,1,433.125,20110830,Laredo,TX,27.542244,-99.49233
927,91780,1,514.4475,20100222,Temple City,CA,34.101608,-118.05606
2224,12589,2,156.45,20120321,Wallkill,NY,41.615036,-74.15461
793,28530,1,89.1975,20101214,Grifton,NC,35.370945,-77.42548
2237,68116,1,202.125,20121030,Omaha,NE,41.294069,-96.15352
908,11763,1,215.1975,20120526,Medford,NY,40.820786,-72.98375
547,54837,1,540.6975,20110311,Frederic,WI,45.679878,-92.42153
556,19330,1,855.6975,20110226,Cochranville,PA,39.872123,-75.91411
506,32259,1,1359.6975,20130824,Jacksonville,FL,30.092346,-81.60274
585,20181,1,419.9475,20110914,Nokesville,VA,38.69835,-77.57365
1000,48166,1,112.8225,20140923,Newport,MI,41.988228,-83.29818
735,94551,1,443.1,20120220,Livermore,CA,37.680181,-121.921498
791,44314,1,80.85,20130415,Akron,OH,41.040155,-81.55914
1104,67738,1,146.9475,20100708,Grinnell,KS,39.042757,-100.64563
826,85118,1,1217.9475,20120808,Gold Canyon,AZ,33.34,-111.42
1009,28607,1,134.925,20120925,Boone,NC,36.21277,-81.66255
2036,82082,1,183.6975,20150614,Pine Bluffs,NE,41.181106,-104.00078
109,76059,1,1218,20120605,Keene,TX,32.39286,-97.3275
733,93291,1,443.1,20130412,Visalia,CA,36.351009,-119.33655
1085,52330,1,118.0725,20150408,Ryan,IA,42.338694,-91.49604
2296,98223,1,886.725,20140611,Arlington,WA,48.203856,-122.05288
470,43040,1,1039.4475,20130727,Marysville,OH,40.255973,-83.36391
1137,95531,1,818.9475,20110430,Crescent City,CA,41.782681,-124.16703
1804,14472,1,666.225,20120820,Honeoye Falls,NY,42.964593,-77.5919
115,32174,1,905.625,20130221,Ormond Beach,FL,29.284924,-81.10296
487,56501,1,1102.4475,20150322,Detroit Lakes,MN,46.809965,-95.8518
2367,92083,1,513.975,20140622,Vista,CA,33.179587,-117.24461
449,55303,1,1070.9475,20140503,Anoka,MN,45.247509,-93.418
1909,14590,1,220.4475,20130612,Wolcott,NY,43.234753,-76.8252
26,77095,1,786.975,20101007,Houston,TX,29.896656,-95.64842
711,63440,1,236.1975,20130125,Ewing,MO,39.98803,-91.73595
555,21015,1,892.4475,20130729,Bel Air,MD,39.532212,-76.30754
609,77041,1,839.9475,20140820,Houston,TX,29.85873,-95.57243
309,97210,1,3412.5,20140607,Portland,OR,45.534839,-122.7095
1049,59634,1,262.4475,20111018,Clancy,MT,46.479732,-111.97496
563,98133,1,779.5725,20120926,Seattle,WA,47.733852,-122.34461
1085,77546,1,112.8225,20101227,Friendswood,TX,29.516873,-95.19472
449,15627,1,1039.4475,20130617,Derry,PA,40.339547,-79.30172
556,54847,1,855.6975,20100525,Iron River,WI,46.553351,-91.37996
1093,46366,1,62.9475,20100405,North Judson,IN,41.212184,-86.77019
945,32934,1,682.4475,20150614,Melbourne,FL,28.137443,-80.69211
685,44131,1,787.4475,20100322,Independence,OH,41.391753,-81.65816
2284,68002,1,335.9475,20150414,Arlington,NE,41.47502,-96.34446
981,65065,1,178.4475,20120125,Osage Beach,MO,38.130807,-92.66935
1155,45420,1,551.1975,20110511,Dayton,OH,39.723909,-84.13453
2224,91331,1,78.225,20120416,Pacoima,CA,34.254751,-118.42406
734,85297,1,377.9475,20140723,Gilbert,AZ,33.272322,-111.714171
1722,20148,1,86.5725,20100329,Ashburn,VA,39.020637,-77.52276
1000,37743,1,107.5725,20150305,Greeneville,TN,36.102325,-82.85446
1134,77328,1,918.6975,20111031,Cleveland,TX,30.188885,-94.804065
491,77632,1,892.4475,20100519,Orange,TX,30.182584,-93.79964
2403,46516,1,135.975,20130807,Elkhart,IN,41.676899,-85.96044
1177,33076,1,251.9475,20130107,Pompano Beach,FL,26.30116,-80.2731
734,92708,1,377.9475,20150108,Fountain Valley,CA,33.708618,-117.95629
1564,44133,1,343.8225,20130718,North Royalton,OH,41.313758,-81.74204
1090,22663,1,383.1975,20141022,White Post,VA,39.045019,-78.12417
1597,77591,1,202.0725,20131223,Texas City,TX,29.389583,-94.99167
491,26542,1,892.4475,20100827,Masontown,WV,39.561031,-79.79533
1693,11223,1,330.6975,20110502,Brooklyn,NY,40.598142,-73.97229
2199,17327,1,204.6975,20150427,Glen Rock,PA,39.780323,-76.74785
1864,90814,1,997.4475,20120229,Long Beach,CA,33.771167,-118.14482
1350,33178,5,2099.475,20141211,Miami,FL,25.837696,-80.36947
826,55044,1,1202.1975,20101216,Lakeville,MN,44.669564,-93.26654
1531,87935,1,446.1975,20110309,Elephant Butte,NM,33.208473,-107.22065
1650,90505,1,472.4475,20130107,Torrance,CA,33.810848,-118.35096
604,78258,1,551.1975,20121030,San Antonio,TX,29.649797,-98.50406
2366,32218,1,435.225,20140527,Jacksonville,FL,30.449096,-81.65651
511,79088,1,1732.4475,20121031,Tulia,TX,34.541042,-101.72921
2224,31831,1,62.9475,20141123,Waverly Hall,GA,32.698622,-84.71552
398,34668,1,1574.9475,20130116,Port Richey,FL,28.30073,-82.69698
721,79066,1,167.9475,20140528,Pampa,TX,35.533384,-100.956013
2189,77836,1,335.475,20150323,Caldwell,TX,30.517099,-96.67247
734,51105,1,398.9475,20141222,Sioux City,IA,42.505046,-96.38003
1906,22801,1,761.1975,20130530,Harrisonburg,VA,38.426786,-78.88153
1779,93561,1,787.4475,20131203,Tehachapi,CA,35.132673,-118.50781
1078,84004,1,383.1975,20101231,Alpine,UT,40.465161,-111.76279
470,92124,1,1049.9475,20120823,San Diego,CA,32.822815,-117.09844
2337,54729,1,419.475,20140131,Chippewa Falls,WI,44.932711,-91.38877
2275,27406,1,445.725,20140609,Greensboro,NC,36.022863,-79.77895
1183,23464,1,724.4475,20110823,Virginia Beach,VA,36.799284,-76.17767
202,30680,1,1312.4475,20100608,Winder,GA,33.992538,-83.71061
807,60124,1,225.6975,20120216,Elgin,IL,42.03,-88.28
1705,98665,1,146.9475,20110319,Vancouver,WA,45.681271,-122.66712
577,77449,1,1023.6975,20140831,Katy,TX,29.825908,-95.7301
2091,71038,2,367.395,20110706,Haynesville,LA,32.954851,-93.11344
506,64082,1,1270.4475,20131014,Lees Summit,MO,38.850243,-94.3957
759,78634,1,191.1,20120621,Hutto,TX,30.540874,-97.54611
505,62433,1,1973.9475,20130710,Hutsonville,IL,39.113033,-87.67563
548,77089,1,519.6975,20150223,Houston,TX,29.589831,-95.22251
1875,65613,1,1076.1975,20100421,Bolivar,MO,37.616822,-93.40072
1851,85006,1,325.4475,20121230,Phoenix,AZ,33.466392,-112.04875
407,31024,1,1627.4475,20120816,Eatonton,GA,33.318579,-83.35432
668,33914,1,1412.1975,20140329,Cape Coral,FL,26.579862,-82.00227
2104,92345,1,577.4475,20140423,Hesperia,CA,34.399992,-117.33999
1912,93065,1,367.4475,20130828,Simi Valley,CA,34.265003,-118.77177
1177,90303,1,251.9475,20130107,Inglewood,CA,33.934164,-118.33255
609,53189,1,839.9475,20140831,Waukesha,WI,42.967394,-88.264
489,12180,1,972.51,20131102,Troy,NY,42.731628,-73.66465
471,39664,1,918.6975,20120326,Smithdale,MS,31.328058,-90.67792
1053,97501,1,336.9975,20110818,Medford,OR,42.313498,-122.87944
512,55056,1,246.4875,20150209,North Branch,MN,45.509818,-92.97816
2269,44094,1,333.3225,20140831,Willoughby,OH,41.625886,-81.39929
2275,95765,1,433.125,20110419,Rocklin,CA,38.817993,-121.2631
487,61088,1,1102.4475,20140731,Winnebago,IL,42.271385,-89.25099
927,89703,1,498.6975,20110402,Carson City,NV,39.164966,-119.79382
563,90004,1,797.9475,20131223,Los Angeles,CA,34.07711,-118.30755
2331,23322,1,650.475,20150528,Chesapeake,VA,36.687543,-76.22905
1829,33920,1,335.9475,20130418,Alva,FL,26.711362,-81.61684
342,85260,1,734.7375,20141221,Scottsdale,AZ,33.606004,-111.88699
9,38401,1,634.725,20120920,Columbia,TN,35.619784,-87.03565
563,98271,1,779.5725,20120228,Marysville,WA,48.093129,-122.21614
449,70727,1,1039.4475,20130625,Denham Springs,LA,30.337495,-90.843449
2331,19004,1,655.725,20141130,Bala Cynwyd,PA,40.012862,-75.23309
1009,98001,1,139.0725,20140422,Auburn,WA,47.303722,-122.26608
792,69130,1,78.6975,20110831,Cozad,NE,40.868727,-99.97697
2332,35114,1,534.975,20100520,Maylene,AL,33.225377,-86.86443
465,92117,1,1191.6975,20131202,San Diego,CA,32.823865,-117.19966
407,36606,1,1601.1975,20111017,Mobile,AL,30.674057,-88.10249
605,13032,1,419.9475,20150324,Canastota,NY,43.086439,-75.76484
760,83204,1,167.9475,20150127,Pocatello,ID,42.847727,-112.50329
720,24153,1,104.9475,20121228,Salem,VA,37.288807,-80.07821
491,18403,1,892.4475,20110514,Archbald,PA,41.493381,-75.54909
2343,46975,1,513.975,20110525,Rochester,IN,41.073678,-86.23521
487,59405,1,1102.4475,20120415,Great Falls,MT,47.476152,-111.26909
2136,37809,1,419.9475,20141223,Midway,TN,36.162502,-83.0211
690,95125,1,430.4475,20130622,San Jose,CA,37.295092,-121.89649
2332,76137,1,597.975,20120717,Fort Worth,TX,32.86814,-97.28566
761,31088,1,218.925,20120622,Warner Robins,GA,32.594698,-83.64873
461,62221,1,1144.4475,20120829,Belleville,IL,38.532311,-89.93996
457,91311,1,997.4475,20101221,Chatsworth,CA,34.259052,-118.59426
1171,21842,1,377.9475,20110730,Ocean City,MD,38.385457,-75.07153
451,66213,1,910.8225,20110828,Shawnee Mission,KS,38.899634,-94.70758
1053,29615,1,330.6975,20130430,Greenville,SC,34.866801,-82.31739
2136,98034,1,461.9475,20130614,Kirkland,WA,47.71828,-122.19702
585,44022,1,419.9475,20120411,Chagrin Falls,OH,41.43932,-81.39232
558,33326,1,1522.4475,20131230,Weston,FL,26.112366,-80.37697
761,80027,1,194.1975,20110204,Louisville,CO,39.963322,-105.15053
470,33328,1,1039.4475,20130404,Fort Lauderdale,FL,26.062016,-80.27202
585,52154,1,419.9475,20100823,Lawler,IA,43.1101,-92.15576
2090,15205,1,440.9475,20140611,Pittsburgh,PA,40.436618,-80.07289
1011,80107,1,293.9475,20130921,Elizabeth,CO,39.397242,-104.58696
563,28542,1,829.4475,20131017,Camp Lejeune,NC,34.664035,-77.463687
759,38059,1,165.3225,20100930,Newbern,TN,36.114872,-89.25419
2275,94583,1,424.725,20101004,San Ramon,CA,37.75735,-121.95213
674,18210,1,682.4475,20131004,Albrightsville,PA,41.000937,-75.55484
1171,20657,1,356.9475,20100727,Lusby,MD,38.370044,-76.43328
1182,47250,1,209.9475,20150630,Madison,IN,38.787175,-85.38031
1086,61072,1,102.3225,20100416,Rockton,IL,42.447856,-89.08485
2380,89108,1,361.725,20130819,Las Vegas,NV,36.205718,-115.22363
676,38829,1,761.1975,20150422,Booneville,MS,34.653448,-88.53751
449,33322,1,1023.6975,20120920,Fort Lauderdale,FL,26.150863,-80.27284
1086,24340,1,120.6975,20110512,Glade Spring,VA,36.772376,-81.7742
1308,93950,1,782.145,20110420,Pacific Grove,CA,36.619065,-121.92102
26,33428,1,784.875,20101115,Boca Raton,FL,26.348354,-80.21841
2219,46706,1,152.1975,20140930,Auburn,IN,41.352638,-85.04792
1180,98683,1,514.4475,20150208,Vancouver,WA,45.604075,-122.51035
945,46140,1,702.975,20140530,Greenfield,IN,39.799143,-85.78446
719,97882,1,104.9475,20130426,Umatilla,OR,45.915993,-119.33008
589,19947,1,839.9475,20120622,Georgetown,DE,38.676552,-75.39269
598,95330,1,981.6975,20140429,Lathrop,CA,37.816876,-121.28541
2350,17325,1,403.725,20130326,Gettysburg,PA,39.827337,-77.22904
2331,11753,1,655.725,20100623,Jericho,NY,40.786544,-73.53675
702,85123,1,351.225,20120720,Mesa,AZ,33.427135,-111.758483
1009,31098,1,139.0725,20131005,Warner Robins,GA,32.614742,-83.59829
1995,44857,2,892.395,20141029,Norwalk,OH,41.236357,-82.60185
1908,34212,1,435.6975,20120131,Bradenton,FL,27.48,-82.57
1832,29670,1,362.1975,20120720,Pendleton,SC,34.641851,-82.76668
491,29625,1,892.4475,20110528,Anderson,SC,34.532638,-82.71615
1496,97209,1,419.895,20150304,Portland,OR,45.52889,-122.68458
925,30228,1,314.9475,20130909,Hampton,GA,33.401827,-84.30152
1223,10970,1,398.9475,20100401,Pomona,NY,41.192394,-74.04523
896,71112,1,918.6975,20100724,Bossier City,LA,32.478752,-93.6704
556,75964,1,855.6975,20100430,Nacogdoches,TX,31.61099,-94.70503
1607,97527,1,435.6975,20140109,Grants Pass,OR,42.405162,-123.3624
1155,91601,1,566.9475,20120221,North Hollywood,CA,34.168206,-118.37246
791,11941,1,70.8225,20100104,Eastport,NY,40.824658,-72.72356
1826,92625,1,220.4475,20141112,Corona Del Mar,CA,33.600172,-117.86823
955,16673,1,813.6975,20100430,Roaring Spring,PA,40.328843,-78.39897
2369,50047,1,445.725,20130520,Carlisle,IA,41.491089,-93.48058
1989,38310,1,440.9475,20121228,Adamsville,TN,35.241412,-88.38425
2097,30175,1,519.6975,20110330,Talking Rock,GA,34.537611,-84.51135
945,71646,1,682.4475,20140717,Hamburg,AR,33.224814,-91.79176
461,55445,1,1128.6975,20110926,Minneapolis,MN,45.112742,-93.3789
366,92592,1,760.9875,20101109,Temecula,CA,33.495343,-117.07657
549,54913,1,551.1975,20120607,Appleton,WI,44.322836,-88.40492
407,73096,1,1708.8225,20150515,Weatherford,OK,35.527593,-98.71259
2045,14051,1,608.9475,20120312,East Amherst,NY,43.025217,-78.70394
2064,10301,1,656.1975,20140401,Staten Island,NY,40.631775,-74.09432
2263,55101,1,366.975,20130912,Saint Paul,MN,44.964852,-93.08397
489,82718,1,1023.6975,20120330,Gillette,WY,43.939968,-105.52445
733,59019,1,398.9475,20150129,Columbus,MT,45.602343,-109.2671
916,32025,1,839.9475,20150623,Lake City,FL,30.155229,-82.62165
791,76657,1,80.85,20120105,McGregor,TX,31.416926,-97.40095
1009,34788,1,139.0725,20140211,Leesburg,FL,28.857425,-81.7845
1358,80923,2,1013.145,20130311,Colorado Springs,CO,38.86,-104.76
981,39567,1,178.4475,20110406,Pascagoula,MS,30.362203,-88.5469
2332,97702,1,534.975,20150227,Bend,OR,44.020483,-121.30891
200,85255,1,1312.4475,20120531,Scottsdale,AZ,33.697268,-111.88321
408,49642,1,1364.9475,20130329,Idlewild,MI,43.880898,-85.78999
2225,32825,1,60.3225,20150330,Orlando,FL,28.543248,-81.2456
405,93420,1,1916.1975,20110225,Arroyo Grande,CA,35.119678,-120.55116
2379,74401,1,209.475,20150525,Muskogee,OK,35.739681,-95.40711
449,46304,1,1039.4475,20121101,Chesterton,IN,41.616263,-87.05883
1086,41562,1,112.8225,20120214,Shelbiana,KY,37.416995,-82.4571
2368,54729,1,734.475,20140929,Chippewa Falls,WI,44.932711,-91.38877
506,62896,1,1244.1975,20101029,West Frankfort,IL,37.894496,-88.93037
907,20877,1,756,20130408,Gaithersburg,MD,39.13975,-77.18568
945,36619,1,682.4475,20120229,Mobile,AL,30.586808,-88.18552
907,17552,1,608.9475,20150315,Mount Joy,PA,40.109445,-76.50919
405,55359,1,1916.1975,20110415,Maple Plain,MN,45.002212,-93.69319
567,55119,1,803.1975,20110726,Saint Paul,MN,44.957315,-93.00616
2353,61546,1,467.1975,20100309,Manito,IL,40.442037,-89.78797
405,85296,1,1916.1975,20150224,Gilbert,AZ,33.319722,-111.76078
2384,54452,1,653.5725,20150426,Merrill,WI,45.181311,-89.70469
438,55021,1,960.4875,20140708,Faribault,MN,44.29478,-93.28732
589,19055,1,839.9475,20120406,Levittown,PA,40.149009,-74.83617
207,42164,1,1049.9475,20140531,Scottsville,KY,36.767969,-86.1813
2138,92247,1,467.1975,20140430,La Quinta,CA,33.66,-116.31
791,70548,1,70.8225,20141210,Kaplan,LA,29.984184,-92.3207
1113,90631,1,167.9475,20110117,La Habra,CA,33.934513,-117.95159
2099,49058,1,430.4475,20141209,Hastings,MI,42.64275,-85.29296
202,45157,1,1427.9475,20120928,New Richmond,OH,38.957385,-84.24755
2350,48416,1,403.725,20120328,Brown City,MI,43.214645,-82.98356
1177,92335,1,251.9475,20130312,Fontana,CA,34.088911,-117.45213
2086,92114,1,283.4475,20121203,San Diego,CA,32.706954,-117.0542
1180,23606,1,514.4475,20150324,Newport News,VA,37.078196,-76.49446
2284,48060,1,346.4475,20141113,Port Huron,MI,42.978974,-82.44402
2061,89503,1,367.4475,20111031,Reno,NV,39.53636,-119.8373
927,44087,1,514.4475,20141123,Twinsburg,OH,41.314655,-81.44441
1013,48917,1,104.9475,20130529,Lansing,MI,42.735535,-84.62698
449,43123,1,1102.185,20110731,Grove City,OH,39.88628,-83.07989
791,92583,1,73.4475,20140131,San Jacinto,CA,33.788491,-116.95125
2206,17313,1,102.3225,20141229,Dallastown,PA,39.8989,-76.64405
764,74074,1,389.55,20121116,Stillwater,OK,36.105571,-97.07631
449,60142,1,1070.9475,20140414,Huntley,IL,42.171973,-88.42891
1182,17022,1,220.4475,20120710,Elizabethtown,PA,40.160793,-76.60763
651,85262,1,824.1975,20121222,Scottsdale,AZ,33.798581,-111.8708
965,48044,1,524.9475,20101009,Macomb,MI,42.650265,-82.93416
690,30101,1,419.9475,20110205,Acworth,GA,34.052285,-84.68483
2084,19805,1,740.1975,20120531,Wilmington,DE,39.745377,-75.58251
13,61240,1,435.6975,20100505,Coal Valley,IL,41.439784,-90.428
674,80302,1,692.9475,20100317,Boulder,CO,40.020885,-105.29673
1180,92374,1,514.4475,20140728,Redlands,CA,34.063264,-117.16888
2224,55746,1,78.225,20130315,Hibbing,MN,47.413817,-92.94228
470,55125,1,1039.4475,20131202,Saint Paul,MN,44.921982,-92.94234
734,87410,1,430.4475,20110129,Aztec,NM,36.837421,-107.96667
1053,97601,1,336.9975,20110324,Klamath Falls,OR,42.282428,-121.88447
2361,13808,1,603.225,20110319,Morris,NY,42.532969,-75.25536
1441,75287,1,461.895,20110708,Dallas,TX,32.998786,-96.84436
567,64108,1,811.0725,20140414,Kansas City,MO,39.084554,-94.58296
1987,21048,1,183.6975,20100421,Finksburg,MD,39.506853,-76.90953
2218,62650,1,146.9475,20100422,Jacksonville,IL,39.730234,-90.22941
585,28461,1,419.9475,20100519,Southport,NC,33.963111,-78.05743
492,50236,1,902.3175,20110706,Roland,IA,42.168363,-93.49432
2332,77075,1,534.975,20110625,Houston,TX,29.620881,-95.26018
791,58701,1,70.8225,20141231,Minot,ND,48.19983,-101.28579
930,92562,1,566.9475,20110309,Murrieta,CA,33.568617,-117.25264
1810,10013,1,272.9475,20100330,New York,NY,40.720666,-74.00526
579,18042,1,1328.1975,20141117,Easton,PA,40.681798,-75.22082
1867,80902,1,944.9475,20140418,Colorado Springs,CO,38.942365,-104.807081
733,90068,1,398.9475,20100331,Los Angeles,CA,34.122058,-118.3379
1907,80601,1,1286.1975,20110725,Brighton,CO,39.973251,-104.82407
805,55912,2,377.895,20110630,Austin,MN,43.671988,-92.97908
585,92075,1,419.9475,20110529,Solana Beach,CA,32.997543,-117.26087
2186,57106,1,435.6975,20130529,Sioux Falls,SD,43.514392,-96.80375
9,62938,1,634.725,20130807,Golconda,IL,37.374723,-88.52571
907,28117,1,608.9475,20140922,Mooresville,NC,35.571827,-80.89228
2368,92376,1,760.725,20150323,Rialto,CA,34.109511,-117.37617
1026,19150,1,181.0725,20131104,Philadelphia,PA,40.07226,-75.17106
633,75440,1,566.9475,20110411,Emory,TX,32.882305,-95.73842
1300,91320,1,451.4475,20130925,Newbury Park,CA,34.175038,-118.93956
977,72143,1,503.9475,20100731,Searcy,AR,35.239022,-91.73776
734,80020,1,398.9475,20100317,Broomfield,CO,39.93404,-105.05454
8,33156,1,472.2375,20141216,Miami,FL,25.66558,-80.30688
470,74066,1,1039.4475,20120901,Sapulpa,OK,35.996582,-96.1194
735,30188,1,388.4475,20100330,Woodstock,GA,34.108027,-84.4843
945,71835,1,682.4475,20100224,Emmet,AR,33.70485,-93.46779
506,76543,1,1359.6975,20130921,Killeen,TX,31.113828,-97.69246
