"","dateCrawled","name","seller","offerType","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","nrOfPictures","postalCode","lastSeen"
"1638","2016-03-11 22:57:18","Opel_TÜV_Neu_11/17","privat","Angebot",500,"control","kleinwagen",1994,"manuell",71,"astra",150000,2,"benzin","opel","nein","2016-03-11 00:00:00",0,60326,"2016-03-13 12:12:54"
"64473","2016-03-11 22:52:31","Audi_A1_1.2_TFSI__Ambition___Audi_exclusiv","privat","Angebot",10250,"control","kleinwagen",2010,"manuell",86,"a1",60000,10,"benzin","audi","nein","2016-03-11 00:00:00",0,58454,"2016-03-19 16:19:34"
"79311","2016-03-25 13:30:02","VW_SCIROCCO___SHZ/PDC/NAVI/TEMPOMAT/REGENSENSOR/ALU_17/BLUETOOTH,privat,Angebot,9699,test,coupe,2009,manuell,160,scirocco,100000,3,benzin,volkswagen,nein,2016-03-25 00:00:00,0,56130,2016-04-07 06:44:24
2016-03-14 21:50:31,Passat_3b_zu_verkaufen,privat,Angebot,700,test,kombi,1997,manuell,101,passat,150000,8,,volkswagen,nein,2016-03-14 00:00:00,0,39343,2016-03-15 17:18:10
2016-03-10 18:25:23,Volkswagen_Touran_1.9_TDI,privat,Angebot,4000,control,bus,2003,manuell,101,touran,150000,10,diesel,volkswagen,nein,2016-03-10 00:00:00,0,65185,2016-03-17 20:45:37
2016-03-07 21:55:19,320d_Automatik_Facelift,privat,Angebot,1900,control,limousine,2001,automatik,150,3er,150000,12,diesel,bmw,ja,2016-03-07 00:00:00,0,76726,2016-03-08 15:46:44
2016-03-08 20:38:27,Audi_A4_Avant_2.0_TDI_S_Line_Xenon,privat,Angebot,6250,control,kombi,2005,manuell,140,a4,150000,12,diesel,audi,nein,2016-03-08 00:00:00,0,33611,2016-04-05 18:44:42
2016-03-15 10:38:37,BMW_135i_Cabrio_Bi_Xen._Memory_Keyless_Navi_etc.,privat,Angebot,26990,control,cabrio,2012,manuell,306,1er,40000,3,benzin,bmw,,2016-03-15 00:00:00,0,49453,2016-04-05 19:16:58
2016-03-31 15:52:57,Nissan_Almera_mit_Schaeden__TÜV_bis_November__fahrbereit,privat,Angebot,400,control,kleinwagen,1997,manuell,75,almera,150000,7,benzin,nissan,ja,2016-03-31 00:00:00,0,51375,2016-03-31 16:41:53
2016-03-20 11:55:49,Golf_3_Joker,privat,Angebot,900,test,limousine,1997,manuell,75,golf,150000,9,benzin,volkswagen,ja,2016-03-20 00:00:00,0,31675,2016-03-24 02:45:38
2016-03-15 20:20:00,Top_Audi_A_3__Sportback,privat,Angebot,6290,control,andere,2005,manuell,150,a3,150000,7,benzin,audi,nein,2016-03-14 00:00:00,0,57548,2016-03-17 14:44:15
2016-03-10 00:37:01,Ford_Focus_TÜV/AU_04.2017_5_Tuer,privat,Angebot,1100,control,kleinwagen,1999,manuell,116,focus,150000,4,benzin,ford,,2016-03-10 00:00:00,0,12353,2016-04-06 00:47:03
2016-03-16 20:53:16,Audi_A4_1_8_T,privat,Angebot,7299,control,kombi,2005,manuell,164,a4,150000,4,benzin,audi,,2016-03-16 00:00:00,0,57368,2016-04-07 07:46:14
2016-04-03 18:38:30,BMW_330_xd_E46,privat,Angebot,2500,control,kombi,2000,automatik,184,3er,150000,11,diesel,bmw,ja,2016-04-03 00:00:00,0,88636,2016-04-05 18:46:17
2016-03-24 23:51:21,BMW_318i,privat,Angebot,789,test,limousine,1990,manuell,113,3er,150000,12,benzin,bmw,nein,2016-03-24 00:00:00,0,44579,2016-04-04 04:15:55
2016-03-23 11:57:51,Volkswagen_Golf_Variant_2.0_TDI_DPF_Comfortline,privat,Angebot,13499,test,kombi,2010,manuell,140,golf,60000,4,diesel,volkswagen,nein,2016-03-23 00:00:00,0,95466,2016-04-05 11:18:23
2016-03-29 23:55:20,Opel_Omega_Caravan_2.0l_TÜV/AU_Neu_bis_12/2017,privat,Angebot,0,control,kombi,1999,manuell,115,omega,150000,2,benzin,opel,,2016-03-29 00:00:00,0,30457,2016-03-30 07:43:13
2016-03-30 15:46:57,Renault_Megane_3_RS_Coupe_Xenon_19_Zoll,privat,Angebot,14990,test,coupe,2010,manuell,250,megane,60000,8,benzin,renault,nein,2016-03-30 00:00:00,0,90427,2016-04-07 06:17:22
2016-03-08 16:51:08,AUDI_A3_2.0_DPF_Ambition__Businesspaket,privat,Angebot,9800,test,limousine,2010,manuell,140,a3,150000,1,diesel,audi,nein,2016-03-08 00:00:00,0,88045,2016-03-11 20:44:58
2016-03-15 23:55:31,BMW_525i,privat,Angebot,8999,control,limousine,2004,manuell,192,5er,150000,12,benzin,bmw,nein,2016-03-15 00:00:00,0,71034,2016-04-06 00:46:11
2016-03-30 08:54:13,Mazda_323f,privat,Angebot,650,control,limousine,1996,manuell,88,3_reihe,150000,1,benzin,mazda,,2016-03-30 00:00:00,0,78083,2016-04-07 01:15:25
2016-03-26 19:57:51,Honda_Shuttle_2.3i_Vollausstattung,privat,Angebot,2350,control,bus,2000,automatik,150,andere,150000,3,benzin,honda,nein,2016-03-26 00:00:00,0,21502,2016-04-06 10:15:21
2016-03-30 22:49:13,BMW_330xd_Edition_Sport_M_Paket,privat,Angebot,4499,control,limousine,2003,manuell,204,3er,150000,12,diesel,bmw,nein,2016-03-30 00:00:00,0,30855,2016-04-01 18:45:29
2016-03-20 21:56:14,Audi_A6_3.0_TDI_DPF_quattro,privat,Angebot,13300,test,limousine,2008,manuell,239,a6,150000,11,diesel,audi,nein,2016-03-20 00:00:00,0,76137,2016-04-07 07:16:35
2016-03-23 14:56:55,verkaufe_passat_3B_Wer_ihn_heut_nimmt_200€_und_1_ue__ei_;_,privat,Angebot,300,test,kombi,1996,manuell,101,passat,150000,5,,volkswagen,ja,2016-03-23 00:00:00,0,94258,2016-03-23 14:56:55
2016-03-05 21:55:18,Ford_fiesta_1_25l_ghia_Ausstattung!_!,privat,Angebot,600,test,limousine,1999,manuell,0,fiesta,150000,1,benzin,ford,,2016-03-05 00:00:00,0,44649,2016-03-06 03:16:19
2016-03-10 10:49:40,BMW_318i_Touring,privat,Angebot,1350,test,kombi,2001,manuell,118,3er,150000,11,,bmw,,2016-03-10 00:00:00,0,59302,2016-03-11 23:16:44
2016-03-17 15:54:24,Polo_6N_open_Air_tiefer_Sportendtopf,privat,Angebot,0,test,,2000,,0,,150000,5,benzin,volkswagen,ja,2016-03-17 00:00:00,0,55758,2016-03-17 16:41:47
2016-03-12 10:55:55,BMW_520i_Automatik__Klimaautomatik_Schiebedach_PDC__18_Zoll_Alu,privat,Angebot,3750,control,limousine,2001,automatik,170,5er,150000,2,benzin,bmw,nein,2016-03-12 00:00:00,0,47803,2016-03-17 08:15:46
2016-03-28 14:51:15,A4_Avant_2.0_TDI_DPF_quattro_S_line_Full_Top,privat,Angebot,4200,test,kombi,2006,manuell,170,a4,150000,5,diesel,audi,nein,2016-03-28 00:00:00,0,55546,2016-03-28 14:51:15
2016-03-06 12:43:04,Opel_Comodore_c_2_8l__Belina,privat,Angebot,3000,test,limousine,1980,automatik,0,,80000,0,benzin,opel,,2016-03-06 00:00:00,0,35039,2016-04-05 23:44:21
2016-03-11 14:45:05,BMW_316,privat,Angebot,1300,control,limousine,1995,manuell,102,3er,150000,1,benzin,bmw,nein,2016-03-11 00:00:00,0,42553,2016-03-16 22:59:24
2016-03-29 22:41:43,Volkswagen_Golf_1.4_TSI_DSG_Comfortline,privat,Angebot,9500,test,limousine,2009,automatik,160,golf,150000,4,benzin,volkswagen,nein,2016-03-29 00:00:00,0,48429,2016-04-06 09:17:15
2016-03-22 09:50:05,Vw_Golf_3_1.6l_4/5_Tuerer_mit_Tuev,privat,Angebot,800,test,,2017,manuell,75,golf,150000,0,,volkswagen,nein,2016-03-22 00:00:00,0,48683,2016-03-23 17:15:50
2016-03-07 17:41:37,Volkswagen_Volkswagen_Touran_2.0_TDI_6_Gang_TÜV_2018,privat,Angebot,4500,test,bus,2004,manuell,136,touran,150000,4,diesel,volkswagen,nein,2016-03-07 00:00:00,0,47798,2016-04-06 05:15:46
2016-03-19 13:37:54,Bmw7_mit_lpg_Gasanlage,privat,Angebot,2300,test,limousine,1998,automatik,235,7er,150000,7,lpg,bmw,ja,2016-03-19 00:00:00,0,76185,2016-04-06 18:48:22
2016-04-03 19:49:20,Audi_Abt_Audi_S4___ACC/Navi/Alcantara/Rotorfelgen,privat,Angebot,23900,test,kombi,2010,manuell,435,andere,150000,6,benzin,audi,nein,2016-04-03 00:00:00,0,34286,2016-04-05 20:45:03
2016-04-03 12:49:04,Toyota_Yaris_1.4_D_4D_GRÜNE_PLAKETE_TOP,privat,Angebot,2650,control,kleinwagen,2003,manuell,75,yaris,150000,3,diesel,toyota,nein,2016-04-03 00:00:00,0,70329,2016-04-07 14:58:32
2016-03-14 02:37:02,Opel_Zafira_1.9_CDTI_Edition,privat,Angebot,3690,test,bus,2006,manuell,150,zafira,150000,9,diesel,opel,nein,2016-03-14 00:00:00,0,61169,2016-03-14 07:06:24
2016-03-25 15:41:25,Schweren_Herzens_muss_ich_meine_erstes_Auto_verkaufen.,privat,Angebot,1000,test,,2016,,88,,150000,0,diesel,renault,ja,2016-03-25 00:00:00,0,38640,2016-03-25 15:41:25
2016-03-10 20:50:17,Ford_Mondeo_TDci_Kombi,privat,Angebot,2500,test,kombi,2005,manuell,130,mondeo,150000,2,,ford,nein,2016-03-10 00:00:00,0,72172,2016-04-06 09:15:40
2016-04-04 19:50:43,Audi_A3_1.6_Mit_Euro_4,privat,Angebot,1650,test,limousine,2001,manuell,101,a3,150000,6,benzin,audi,nein,2016-04-04 00:00:00,0,27283,2016-04-06 22:16:50
2016-03-16 15:36:46,Volkswagen_Golf_1.4_Trendline_mit_wenig_Kilometer_76_tkm,privat,Angebot,4790,test,limousine,2004,manuell,75,golf,80000,5,benzin,volkswagen,nein,2016-03-16 00:00:00,0,63637,2016-03-19 13:50:07
2016-03-08 20:36:48,Mercedes_Benz_C_180_T_Kompressor_Avantgarde,privat,Angebot,9900,control,kombi,2008,manuell,156,c_klasse,125000,6,benzin,mercedes_benz,nein,2016-03-08 00:00:00,0,53177,2016-03-14 18:15:47
2016-04-04 17:39:47,BMW_3.16_Compact,privat,Angebot,2300,test,coupe,2003,manuell,0,3er,150000,5,benzin,bmw,,2016-04-04 00:00:00,0,30627,2016-04-06 19:17:19
2016-03-15 20:55:45,BMW_X1_1.8_sDrive_X_line_Shz_PDC_USB_Winterrae._bluet._Prof.18","privat","Angebot",13990,"test","suv",2011,"manuell",150,"x_reihe",125000,1,"benzin","bmw","nein","2016-03-15 00:00:00",0,15377,"2016-04-07 03:45:36"
"74043","2016-03-30 14:47:55","BMW_X5_xDrive30d__M_Paket","privat","Angebot",22499,"control","suv",2010,"automatik",235,"x_reihe",150000,3,"diesel","bmw","nein","2016-03-30 00:00:00",0,90441,"2016-04-07 05:44:27"
"123383","2016-03-16 20:41:14","Volkswagen_Beetle","privat","Angebot",2290,"control","kleinwagen",1999,"manuell",0,"beetle",150000,1,"benzin","volkswagen","nein","2016-03-16 00:00:00",0,74172,"2016-04-07 06:45:41"
"147634","2016-03-15 17:45:41","BMW_520_i_mit_Klima","privat","Angebot",600,"control","kombi",1998,"manuell",130,"5er",150000,10,"benzin","bmw","nein","2016-03-15 00:00:00",0,99091,"2016-03-31 20:45:27"
"39330","2016-03-06 01:36:17","Audi_A8_3.0_TDI_DPF_quattro___S_Line_Optik","privat","Angebot",16350,"control","limousine",2008,"automatik",232,"a8",150000,1,"diesel","audi","nein","2016-03-06 00:00:00",0,58095,"2016-04-06 01:50:08"
"72929","2016-04-01 10:54:55","Trafic_Renault_2_5_DCi__1_.Hand_Arbeitswagen","privat","Angebot",3500,"control","bus",2006,"manuell",0,"andere",150000,1,"diesel","renault","","2016-04-01 00:00:00",0,81549,"2016-04-07 07:46:12"
"24182","2016-03-12 10:50:55","Micra_Klima_Tuev_neu","privat","Angebot",1650,"control","kleinwagen",2001,"",60,"micra",125000,8,"","nissan","nein","2016-03-12 00:00:00",0,59494,"2016-03-15 13:48:19"
"58886","2016-03-21 23:50:38","Ford_scorbio","privat","Angebot",350,"test","kombi",1997,"automatik",147,"andere",150000,0,"","ford","nein","2016-03-21 00:00:00",0,34355,"2016-03-22 06:40:20"
"57942","2016-03-30 12:45:44","guenstig_abzugeben_Citroen_C1__noch_heute_mitnehmen_:_","privat","Angebot",2500,"control","kleinwagen",2007,"manuell",0,"c1",150000,3,"benzin","citroen","nein","2016-03-30 00:00:00",0,26125,"2016-03-30 12:45:44"
"169924","2016-04-04 01:57:52","BMW_316i....","privat","Angebot",500,"control","",2016,"",102,"",150000,12,"","bmw","ja","2016-04-04 00:00:00",0,34613,"2016-04-04 08:46:09"
"30577","2016-03-24 17:54:07","Opel_Vectra_B_mit_Klima","privat","Angebot",399,"control","limousine",1996,"manuell",0,"vectra",150000,8,"benzin","opel","ja","2016-03-24 00:00:00",0,84478,"2016-03-26 03:15:41"
"83256","2016-03-31 22:53:11","Ford_Focus_Turnier_1.6_TDCi","privat","Angebot",2750,"test","kombi",2006,"manuell",109,"focus",150000,5,"diesel","ford","nein","2016-03-31 00:00:00",0,91161,"2016-04-01 00:42:29"
"57847","2016-03-31 12:57:28","Mercedes_Benz_C_180_Sportcoupe","privat","Angebot",4200,"test","coupe",2001,"automatik",129,"c_klasse",150000,10,"benzin","mercedes_benz","nein","2016-03-31 00:00:00",0,50737,"2016-04-06 05:46:52"
"121857","2016-03-05 22:56:20","Audi_A6_Avant_2.5_TDI","privat","Angebot",1299,"control","kombi",2003,"automatik",179,"a6",150000,9,"diesel","audi","ja","2016-03-05 00:00:00",0,83109,"2016-03-06 04:40:47"
"64846","2016-03-30 00:39:14","Trabant_Scheinwerfer_von_1964_FER_E8_Made_in_Germany","privat","Angebot",0,"test","",1970,"",0,"601",5000,0,"","trabant","","2016-03-29 00:00:00",0,9669,"2016-04-06 20:16:29"
"3547","2016-03-12 19:44:09","MAZDA_323_F_1_5_COMFORT__G_KAT","privat","Angebot",490,"test","limousine",1997,"manuell",88,"3_reihe",150000,12,"benzin","mazda","nein","2016-03-12 00:00:00",0,18209,"2016-03-29 05:18:02"
"68919","2016-03-19 20:39:08","Porsche_991_996_Carrera_Hardtop_Sammler_Traum_Vollausst.","privat","Angebot",39996,"control","cabrio",2001,"manuell",300,"911",40000,2,"benzin","porsche","nein","2016-03-19 00:00:00",0,86150,"2016-04-07 08:44:43"
"59944","2016-04-03 21:40:36","Seat_Altea_XL_1.9_Tdi","privat","Angebot",4800,"test","",2016,"",0,"",150000,6,"diesel","seat","ja","2016-04-03 00:00:00",0,45359,"2016-04-05 22:18:33"
"68854","2016-03-18 21:52:21","Volkswagen_Sharan_1.8T_Family","privat","Angebot",1850,"control","bus",1999,"manuell",0,"sharan",150000,5,"benzin","volkswagen","nein","2016-03-18 00:00:00",0,29225,"2016-03-22 11:17:34"
"95436","2016-03-18 20:43:06","Smart_smart_fortwo_coupe_softouch_passion","privat","Angebot",5400,"test","kleinwagen",2007,"automatik",71,"fortwo",60000,11,"benzin","smart","nein","2016-03-18 00:00:00",0,22307,"2016-03-27 23:44:45"
"2697","2016-03-24 19:46:44","Mercedes_Benz_CE_200","privat","Angebot",1300,"control","limousine",1994,"automatik",0,"andere",150000,4,"benzin","mercedes_benz","nein","2016-03-24 00:00:00",0,69115,"2016-04-05 11:49:50"
"19152","2016-03-09 15:57:01","Opel_Corsa_C_1.2_Twinport","privat","Angebot",2500,"control","kleinwagen",2005,"manuell",80,"corsa",150000,12,"benzin","opel","nein","2016-03-09 00:00:00",0,66113,"2016-03-11 11:44:16"
"114317","2016-03-17 14:38:04","Ford_Ka_87.000km_TÜV_Neu_Top_Zustand!!!","privat","Angebot",1500,"control","kleinwagen",2003,"manuell",0,"ka",90000,5,"benzin","ford","nein","2016-03-17 00:00:00",0,41366,"2016-03-17 14:38:04"
"130507","2016-03-26 09:56:43","Nissan_Micra_1.4_acenta___Klima___Sportfahrwerk___ELIA","privat","Angebot",2995,"control","kleinwagen",2004,"manuell",88,"micra",125000,6,"benzin","nissan","nein","2016-03-26 00:00:00",0,91564,"2016-04-05 20:44:56"
"38362","2016-03-30 22:57:05","Renault_Clio_3_Dci_105_Ps_Initiale_Diesel","privat","Angebot",3500,"control","limousine",2006,"manuell",105,"clio",150000,10,"diesel","renault","nein","2016-03-30 00:00:00",0,54675,"2016-04-05 23:17:37"
"114706","2016-03-21 11:47:44","Mini_Cooper_Chili__Navi_GSD_Top_gepflegt_Unfallfrei_erster_Hand","privat","Angebot",15900,"control","limousine",2012,"manuell",122,"cooper",40000,3,"benzin","mini","nein","2016-03-21 00:00:00",0,85114,"2016-03-29 19:46:18"
"167959","2016-03-24 00:59:50","Smart_smart_fortwo_coupe_softouch_passion_micro_hy...","privat","Angebot",5850,"test","kleinwagen",2011,"automatik",71,"fortwo",40000,8,"benzin","smart","nein","2016-03-23 00:00:00",0,64409,"2016-04-06 20:47:02"
"74751","2016-03-07 14:37:43","Porsche_928_kupferbraun___4_4l_ca._250PS__1._Serie__Schalter","privat","Angebot",19280,"control","coupe",1978,"manuell",250,"andere",50000,0,"benzin","porsche","","2016-03-07 00:00:00",0,66265,"2016-03-27 06:47:15"
"15048","2016-03-15 07:55:40","Opel_Corsa_12V","privat","Angebot",599,"test","kleinwagen",1998,"manuell",54,"corsa",125000,9,"benzin","opel","nein","2016-03-15 00:00:00",0,1844,"2016-03-26 08:15:56"
"148644","2016-04-03 20:57:40","Bmw_325i_e46l","privat","Angebot",3200,"test","limousine",2001,"manuell",192,"3er",150000,0,"benzin","bmw","","2016-04-03 00:00:00",0,41065,"2016-04-05 21:47:30"
"9967","2016-03-11 13:56:45","Fiat_Seicento_1.1","privat","Angebot",700,"test","kleinwagen",2003,"manuell",54,"seicento",125000,7,"benzin","fiat","nein","2016-03-11 00:00:00",0,68305,"2016-03-14 10:47:01"
"28664","2016-04-01 14:51:24","Audi_A3_2.0_TDI_DPF_Attraction","privat","Angebot",11499,"test","limousine",2010,"manuell",140,"a3",125000,5,"diesel","audi","nein","2016-04-01 00:00:00",0,42929,"2016-04-07 12:15:34"
"29702","2016-04-04 16:40:57","FORD_Focus_1.6_DIESEL__DPF_Euro_5_Gruene_Umweltplakette","privat","Angebot",10950,"test","kombi",2012,"manuell",116,"focus",70000,3,"diesel","ford","nein","2016-04-04 00:00:00",0,50969,"2016-04-06 18:16:50"
"186152","2016-03-25 12:56:34","VW_Golf_4_Variant_Highline_1_6","privat","Angebot",2100,"test","kombi",1999,"manuell",101,"golf",150000,7,"benzin","volkswagen","nein","2016-03-25 00:00:00",0,21643,"2016-03-31 20:16:36"
"127612","2016-03-14 11:48:22","Nissan_X_Trail_2_2_Diesel_4X4_Sport","privat","Angebot",3999,"test","suv",2001,"manuell",114,"x_trail",150000,9,"diesel","nissan","","2016-03-14 00:00:00",0,30900,"2016-03-14 11:48:22"
"160035","2016-03-19 07:55:59","Mercedes_Benz_CLK_Cabrio_280_7G_Ava._AMG_Sport_Paket/COMAND","privat","Angebot",17950,"control","cabrio",2007,"automatik",231,"clk",125000,1,"benzin","mercedes_benz","nein","2016-03-19 00:00:00",0,23795,"2016-04-06 04:17:36"
"129647","2016-03-20 10:58:05","Mitsubishi_Colt_1300_GLX","privat","Angebot",799,"control","limousine",1998,"manuell",75,"colt",125000,1,"benzin","mitsubishi","nein","2016-03-20 00:00:00",0,64720,"2016-03-22 17:46:54"
"109648","2016-03-28 22:46:06","Kia_carnival","privat","Angebot",900,"control","",2016,"manuell",144,"carnival",150000,3,"diesel","kia","","2016-03-28 00:00:00",0,63584,"2016-04-05 03:44:54"
"31882","2016-03-28 16:49:05","Opel_corsa","privat","Angebot",150,"test","limousine",1996,"manuell",45,"corsa",150000,4,"benzin","opel","ja","2016-03-28 00:00:00",0,52134,"2016-04-06 22:17:36"
"120476","2016-03-24 14:53:23","Ford_Focus_Turnier_1.8_Ghia","privat","Angebot",600,"test","kombi",2001,"manuell",116,"focus",150000,5,"benzin","ford","nein","2016-03-24 00:00:00",0,82418,"2016-03-29 00:44:32"
"111055","2016-03-09 18:47:06","BMW_118d_M___Paket_H&R","privat","Angebot",10999,"test","limousine",2009,"manuell",143,"1er",150000,1,"diesel","bmw","nein","2016-03-09 00:00:00",0,72461,"2016-04-07 14:33:02"
"4832","2016-03-22 11:57:43","Nissan_Kombi","privat","Angebot",1200,"control","kombi",1999,"manuell",73,"primera",150000,10,"benzin","nissan","nein","2016-03-22 00:00:00",0,50226,"2016-03-23 19:47:03"
"9107","2016-03-09 09:54:31","Ford_Focus_Turnier_1.6_TDCi_DPF_Ambiente","privat","Angebot",3999,"test","kombi",2006,"manuell",109,"focus",150000,8,"diesel","ford","nein","2016-03-09 00:00:00",0,70565,"2016-03-12 19:44:43"
"94280","2016-03-30 04:36:19","Polo_United_4tuerig_silber_sitzheizung__klima__elektrische_fenster","privat","Angebot",7298,"test","limousine",2009,"manuell",75,"polo",70000,0,"benzin","volkswagen","","2016-03-30 00:00:00",0,89250,"2016-04-06 23:16:37"
"19634","2016-03-14 12:56:41","Audi_A4_2.0","privat","Angebot",5590,"test","limousine",2003,"manuell",131,"a4",100000,12,"benzin","audi","nein","2016-03-14 00:00:00",0,33106,"2016-03-24 21:15:29"
"158805","2016-04-01 21:54:56","VW_Touran_Scheckheft_gepflegt_Top_Zustand","privat","Angebot",6900,"test","",2006,"automatik",0,"touran",150000,6,"diesel","volkswagen","nein","2016-04-01 00:00:00",0,40233,"2016-04-05 20:18:31"
"156526","2016-03-30 15:54:00","Fiat_seicento","privat","Angebot",1150,"test","",2017,"manuell",45,"seicento",100000,10,"","fiat","nein","2016-03-30 00:00:00",0,41372,"2016-04-07 07:15:55"
"83829","2016-03-25 20:38:15","Ford_ka_als_Bastler_Fahrzeug_oder_zum_herrichten","privat","Angebot",250,"control","kleinwagen",2002,"manuell",0,"ka",150000,6,"benzin","ford","","2016-03-25 00:00:00",0,97855,"2016-03-25 21:41:51"
"183559","2016-03-17 18:45:28","Volkswagen_Golf_2.0","privat","Angebot",1950,"control","limousine",2000,"manuell",116,"golf",150000,3,"benzin","volkswagen","nein","2016-03-17 00:00:00",0,92676,"2016-03-17 18:45:28"
"79230","2016-03-29 22:30:18","Opel_Zafira_1.8_NAVI_Klima_Einparkhilfe","privat","Angebot",5300,"test","bus",2006,"manuell",140,"zafira",150000,4,"benzin","opel","nein","2016-03-29 00:00:00",0,65207,"2016-03-31 13:12:04"
"37214","2016-04-03 23:57:35","Mercedes_Benz_B_150","privat","Angebot",7000,"control","bus",2006,"manuell",95,"b_klasse",125000,12,"benzin","mercedes_benz","nein","2016-04-03 00:00:00",0,47239,"2016-04-06 08:17:07"
"121907","2016-03-05 14:37:53","Volkswagen_Golf_Variant_1.8_Bon_Jovi_Klima","privat","Angebot",799,"control","kombi",1997,"automatik",90,"golf",150000,4,"benzin","volkswagen","nein","2016-03-04 00:00:00",0,60435,"2016-03-12 20:15:45"
"64556","2016-03-25 18:46:50","Andere_GAZ_Wolga_M21","privat","Angebot",10000,"test","limousine",1970,"",0,"",100000,1,"","sonstige_autos","nein","2016-03-25 00:00:00",0,4451,"2016-04-07 00:17:30"
"72606","2016-03-22 23:55:11","BMW_316I_MIT_KLIMA","privat","Angebot",1150,"test","coupe",1998,"manuell",75,"3er",150000,2,"benzin","bmw","nein","2016-03-22 00:00:00",0,24340,"2016-03-24 14:16:20"
"85141","2016-03-17 17:38:34","Nissan_Almera_Tino","privat","Angebot",1990,"control","bus",2004,"manuell",116,"almera",150000,4,"benzin","nissan","nein","2016-03-17 00:00:00",0,86399,"2016-03-25 20:46:45"
"62897","2016-03-24 09:58:44","Renault_clio_2_TÜV_NEU","privat","Angebot",2099,"control","kleinwagen",2001,"manuell",75,"clio",150000,3,"benzin","renault","","2016-03-24 00:00:00",0,73660,"2016-03-27 05:46:17"
"155863","2016-03-26 14:56:37","Sprinter_4x4_Werkstattwagen_Wohnmobil","privat","Angebot",17500,"control","andere",2007,"manuell",150,"sprinter",150000,10,"diesel","mercedes_benz","nein","2016-03-26 00:00:00",0,26409,"2016-04-06 02:46:31"
"127735","2016-03-08 21:57:02","AUDI_TT_1.8_Turbo__MTM","privat","Angebot",5999,"control","coupe",2000,"manuell",180,"tt",150000,11,"benzin","audi","","2016-03-08 00:00:00",0,85095,"2016-03-09 06:44:09"
"135284","2016-03-10 04:03:40","Volkswagen_Amarok_2.0_BiTDI_4MOTION_Trendline","privat","Angebot",24500,"control","suv",2012,"manuell",163,"amarok",40000,5,"diesel","volkswagen","nein","2016-03-10 00:00:00",0,85095,"2016-03-10 20:16:32"
"74736","2016-03-21 10:55:07","Ford_Escort_Kombi","privat","Angebot",280,"test","kombi",2000,"manuell",90,"",150000,4,"benzin","ford","ja","2016-03-21 00:00:00",0,13125,"2016-04-06 05:15:48"
"142405","2016-03-17 19:46:10","BMW_318i_touring_TÜV_10.2017","privat","Angebot",2700,"control","kombi",2003,"manuell",143,"3er",150000,10,"benzin","bmw","nein","2016-03-17 00:00:00",0,84174,"2016-04-03 06:50:44"
"6641","2016-03-22 12:53:34","Fiat_Punto_1.2_8V_Active_Tuev_02/2018__km_59000","privat","Angebot",2100,"control","kleinwagen",2003,"manuell",60,"punto",60000,9,"benzin","fiat","ja","2016-03-22 00:00:00",0,42117,"2016-04-06 02:16:35"
"110185","2016-04-02 08:55:34","Mazda_MX5_orig._Zustand_Hardtop___Checkh.gepfl_usw..","privat","Angebot",4990,"control","cabrio",2002,"manuell",110,"mx_reihe",125000,3,"benzin","mazda","nein","2016-04-02 00:00:00",0,58099,"2016-04-06 07:17:40"
"78494","2016-04-04 20:54:19","Volkswagen_T5_California","privat","Angebot",39990,"control","bus",2011,"manuell",179,"transporter",100000,5,"diesel","volkswagen","nein","2016-04-04 00:00:00",0,79117,"2016-04-06 23:18:05"
"117779","2016-03-22 11:45:27","Opel_Corsa_D_1.2_mit_Klimaanlage__1._Hand__TÜV_1_Jahr__neue_Reife","privat","Angebot",1999,"control","limousine",2009,"manuell",80,"corsa",150000,4,"benzin","opel","ja","2016-03-22 00:00:00",0,94469,"2016-03-29 14:16:22"
"87506","2016-04-02 14:54:37","BMW_525d_Limousine","privat","Angebot",10800,"test","limousine",2008,"automatik",197,"5er",150000,12,"diesel","bmw","nein","2016-04-02 00:00:00",0,64665,"2016-04-06 13:17:51"
"11762","2016-03-20 13:50:06","E_klasse_320_Cdi_Vollaustatung","privat","Angebot",5900,"test","limousine",2003,"automatik",204,"e_klasse",150000,12,"diesel","mercedes_benz","","2016-03-20 00:00:00",0,55545,"2016-03-20 13:50:06"
"103848","2016-03-09 16:57:08","BMW_530d_Touring_Automatik_M_Sportpaket_Leder_Navi","privat","Angebot",28250,"test","kombi",2011,"automatik",245,"5er",125000,3,"diesel","bmw","nein","2016-03-09 00:00:00",0,37073,"2016-04-07 08:16:52"
"183855","2016-03-19 07:57:13","Verkaufe_Ford_escort_16_V_GHIA","privat","Angebot",999,"control","",1998,"manuell",0,"escort",150000,2,"benzin","ford","nein","2016-03-19 00:00:00",0,49434,"2016-03-25 07:17:05"
"185547","2016-04-01 16:40:04","Volkswagen_Golf_Cabrio_Toscana_Golf_1","privat","Angebot",6800,"control","cabrio",1994,"manuell",98,"golf",150000,4,"benzin","volkswagen","nein","2016-04-01 00:00:00",0,83026,"2016-04-05 11:44:42"
"165696","2016-03-09 01:36:22","Corsa_b__bj96","privat","Angebot",300,"control","kleinwagen",1996,"manuell",0,"",150000,0,"benzin","opel","ja","2016-03-09 00:00:00",0,44627,"2016-03-10 13:15:32"
