Link;Author;Title;Rating;Text;Date
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;crossjeff190;Not the book I remember!;1/10;Wow! Bad movie. Terrible Direction. Where did all the money go?;6 May 2020
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;rebeckaflygare;Give it a chance;7/10;It seems like I will be the first one to give this a good review! Me and my 10 year old daughter watched this with totally open minds. In the beginning it was like being attacked by rainbows and we decided to just laugh and enjoy the ride. But it also has it's share of thrills and plot twists and I really don't understand why people regret seeing this. For a nice evening with your kids (it's rated 7 years but I believe a 7 year old is way too young for this movie) this is perfect. I rate it a 7 for a family movie, my daughter rates it 8.5.;14 September 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;marri_666;Did you watch the same movie as me?;6/10;Fine, it's lackluster and the momentum was interily ruined by bad writing. But there is no need for 1, 2 or 3 star rating on this movie!Storm and Deric are marvelous actors in this movie, I felt everything they brought into this. And the cinematic experience is breathtaking! Oprah as a Goddess? Reese turning into a beautiful flying leaf Queen? Tulips talking IN COLOR LANGUAGE?I honestly think some of you lack the imagination for this movie. And I do understand the disappointment from those who've read the book, but it's still breathtakingly made.;4 September 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;jmoqoj;Movies was ok but when i heard Sade!!;4/10;Film seemed very fast , i think il look into getting the book but when i heard sade's beautiful voice made my heart go..;25 May 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;garretsr;"Horribly written; Good effects; 2003 Canadian TV version was better written";4/10;Does anybody spend money on writers? This had so much potential and it was just boring. Lot's of screen time wasted showing how great the special effects were, at the expense of having an interesting, coherent, plot. If you have not read the book, you might not even be able to follow the movie. The movie starts numerous unnecessary sub-plots that are forgotten by the end of the movie. At some points it even sounds like the characters are mocking the writing.  The child actors did as good a job as anybody could with horrible writing. The adult actors were mediocre, but also had to deal with horrible dialog. Reese Witherspoon was the exception, she did a great job, but may have had a better character to work with.Many of the effects were pretty good. Unfortunately, this is not 1979, so the effects alone can't carry the picture like in Star Trek , The Motion Picture. If you want to see a better adaptation of the book, watch the 2003 Canadian TV version.;9 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;madpigmadpig;Extremely disappointing considering what they could have done with the story;3/10;"I saw A Wrinkle in Time today. The first half hour or so had potential, as the little brother was set up as an articulate champion of justice type who dressed down two teachers for spreading malicious gossip about him and his family, and then supported his sister. All this while apparently marshaling the powers that be of the universe to help find their missing father. The sister started out with some potential too, beating up a particularly vicious bully and walking out on a principal who was trying to tear her down without getting the whole story behind her actions first. The acting and makeup for the 3 universe goddess ladies was rather off-putting and honestly came off as TV movie quality, but the CGI once they crossed over to a new place was impressive. Unfortunately, the whole movie falls flat on its face immediately after that and never recovers. Leaving the heavy-handed and insufficiently heartfelt scene with the seer out, the little brother disappears briefly without explanation (only to reappear later also without explanation) during which time the kids run through a supernatural natural disaster of sorts and escape in a barely believable (even in the context of fantasy) way. Shortly after the little brother reappears, he touches the hand of one baddie and suddenly turns into a power-mad villain, which makes no sense since he showed no signs of avarice up to that point and not a drop of darkness in his personality to be used in turning him. If anything, the setup made him seem more likely to end up the hero of the story. This is just clumsy writing. When they finally find the father, despite the fact he's been trapped in the core of evil for the whole universe for 4 years, he shows no signs of having changed in any way - plus he was way too easy to find but that's another issue. Then, even though he's supposed to have been trapped there, he just decides to teleport him and his daughter back home at will. What!?! Couldn't he have done that, say 4 years earlier if it was that simple!?! Also, when he teleports away and the daughter wills herself to stay to go after her brother, the boyfriend is nowhere near and in the end the daughter and her brother go home without the boyfriend... and yet he's there when they arrive home... with no explanation whatsoever. Oh, and one more plot hole regarding the boyfriend. The little brother asked him to come along because they needed his sense of diplomacy, but he never used it once. He barely even spoke. Both he and the little brother had considerable potential as characters, but were not really used at all. What a waste. Finally, the climax ""battle"" scene of the film kind of undermined the moral of the story (that you should like yourself the way you are) since the argument the daughter made to un-evil her brother was that they loved each other and therefore he couldn't be evil. Huh?Oh, one last note. There was one little moment when the bother yelled to the sister ""Shut up, Meg!"" Surely someone working on that movie must have seen the show Family Guy once in their life and realized that line would have all the wrong pop culture connotations for a moderately large portion of the audience? I mean, seriously, I don't watch that show and even I know that catchphrase. There was a lot of laughter in the theater at that moment, and I think that's why.I'm guessing something important in the original written story was excised from the screenplay to fill it so full of holes. If not, then this is just a very disappointing story all around. Thematically and stylistically, it wants to be Neverending Story, but it just isn't. At all. Not even close.";10 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;disneydreamer-43244;Beautiful and Insightful adaptation...Our family LOVED it!;10/10;In my opinion, you either get it or you don't. There are so many powerful and enlightening messages in this movie, but you have to be able to understand them. Not only in your mind, but also in your soul. For those who rate the movie so negatively, I understand. Please don't be offended, but perhaps the messages weren't for you to comprehend at this time. My husband and I took our kids to see this on our last Disney cruise, and we all felt completely different when we walked out of that theater. We purchased the DVD when it was released, and talk about this story often in our house. I feel this movie touched our family in a way that was life changing, and I am extremely grateful for it. :);17 September 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;phuocsangeeiu;Completely disappointed;4/10;"I dont know how to say and where to start. This is the worst Disney movie I have ever seen ;(";10 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;just-otik;I tried;4/10;I love Disney and could not believe the Imdb score. But I went to AMC and understood. The movie is nor for parents, nor for kids. Sometimes I felt like I was watching a psycho movie, sometimes I got to beautiful pandora-like sceneries, sometimes there was something wise said, sometimes it was silly stupid, sometimes it was horror like, sometimes it was narnia like, once or twice I laughed... But for 5-10 good minutes it was not worth it :( This budget and cast could be used for much better project with much better message to audience.;9 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;dwh-56524;A diabolical puzzle on celluloid;5/10;"Before I begin this review, I would just like to say that I don't know how I feel about this film, and I'm not sure I ever will, hence the 5/10 rating. Having read the original source material for A Wrinkle in Time, this is a strange goddamn adaptation, to say the very least. In my eyes, there are a few reasons for this. Firstly, some of the changes it has made to the original source material are baffling, while others actually make sense. For instance, ""Red"" (read: the Man with the Red Eyes, the physical mouthpiece of It (or, according to this film, the It. Why add the ""the""?) in the original novel) looks like a poor man's Willy Wonka, but quantum entanglement being the mumbo-jumbo Meg's dad uses for tessering instead of a pure wormhole is indeed a well thought-out change. The flowers are a stupid addition (although not altogether pointless to the plot), but the change regarding what Mrs. Whatsit transforms into is rather good. All of what they did to Camazotz did my head in as to whether I liked it or not, including the stairwell sequence, which to me might have well been conceived of on
Secondly, it is obvious that the message of this film was tweaked a bit to have a bit of commentary regarding womens' body images and how it affects them, as well as empowerment of women, and I am certain there are cries of ""SJW-ism"" and what not in this review section. A film like this attracts those sort of unpleasant reviews like honey does flies. I personally don't know how I feel about it. Ask me Tuesday whether it was garbage and you won't get the same answer Wednesday. I don't even know if I care.
Thirdly, while the performances of the three immortal girls aren't too shabby, the rest of the cast is hit or miss. Storm Reid is alright, but she doesn't get as many lines to work with as I was expecting, oddly enough, being the protagonist and all. Calvin's actor's performance is as interesting as watching a sundial's shadow move. Charles Wallace's actor, Boognish bless him, is trying incredibly hard to nail his character, but falls way short, sadly. Shame, too, as he probably would have been better with better direction.
To summarize, I do not know if I recommend this film. Ask Schrodinger's cat instead.";15 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;racerdex;I Do Not Get The Low Scores;10/10;It is a kid flick and it is fantasy. My kids sat still, got scared and then were happy (about the happy ending). Additionally, my wife and I were able to sit through without resorting to speaking to each other, out of ennui. Overall, these are the qualities of a good kid's movie, perhaps as it is viewed through mature eyes. No need to troll. It is simply another opinion. Hopefully, no heads exploded for it.;11 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;gq0025;Dont trust critics, movie lives up to the 60's book!;8/10;Critics and a lot of viewers don't understand the concept of this story, and most of them didn't read the book. A Wrinkle in Time was a good movie, and a love letter to young girls everywhere, specifically young black girls. I enjoyed the movie, I though it was beautiful and thought provoking. The visuals were excellent, and it was a fun movie to watch with the family. Its definitely worth watching especially if you read the book.;11 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;harperdiscoveredemail;You're Better Off With The Book;4/10;"I grew up really loving ""A Wrinkle in Time"". It was my absolute favorite book. In fact, as I write this review right now, the same copy I was given as an 8 year old is on my desk, nice and familiar and reminding me of days long gone. When I heard they were adapting it to a big-budget film with Disney, I was mostly excited, with a few reservations. Here was the chance to see this great story communicated through a new media!However, I went to see the film and was sorely disappointed. To begin with, it didn't start on a dark and stormy night! One of the most iconic lines in literature, and they saved it for after a needless flashback that oversimplified and explained subtleties in the book.Aside from that, the first half was pretty decent. It mostly followed the book, and I liked the characters of Mrs Whatsit, Mrs Who, and Mrs Which. I wasn't expecting to like Mindy or Reese in their roles, but I feel they did a good job. And I did really like Oprah as Mrs Which, which I did have reservations about. I started to have a bad feeling when they landed on Uriel. When Mrs Whatsit shifted into her ""other form"", it looked like a depressing, CGI version of a piece of flying lettuce. Not at all like the majestic Mrs Whatsit on my cover! However, I tried to hold on nonetheless.While there were several little unsettling changes, it all started to veer quite far away from the book the moment they landed on Camazotz. Without going into terrible detail, let's just say that the filmmakers completely missed the point of what the book was originally trying to portray! Entire chapters were left out! Important character development was skipped! And all of Calvin's best scenes in the book were cut, making him some sort of useless tagalong!With all of their skipping, it ruined the original plot and many other good points. To its credit, however, it did have lovely visuals. The other worlds were very beautiful, and while Camazotz was completely inaccurate, it was gorgeous. I also didn't mind the majority of the casting, whether or not I'd agree with it. But, it just lacked the soul and subtlety of the original text.";10 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;mdavidsons;Warm-hearted and Visually Stunning;9/10;I really can't understand why there are so many bad reviews for this movie. It's been a while since I read the books, so I remember almost none of the plot, but this film captured what I loved about A Wrinkle in Time: the wonder, the mystery, the power of family. Amid the glittery makeup and gorgeous special effects, the message about family and love really anchored the film, and the emotional realism of the script and actors spoke to me in a way that other reboots of children's stories haven't. It's hard to adapt a book into a film, and avid fans will inevitably find fault. But this film reminds me of Hayao Miyazaki's masterful interpretation of Howl's Moving Castle, another instance in which a film riffs off a more convoluted plot to give it new life.;14 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;cieldark;A Wrinkle in Our Minds;4/10;This movie blew my mind, but not in a good way. I was left wondering on how everything was thrown at us. You had the story. It didn't make much sense at all. Okay, I understand that you have to go save the father, but there was no real character development. I believe that everything was rushed and didn't have any meaning. When you saw the children meet Oprah, Kaling, and Witherspoon on the other planet, this was in the trailer, that was the highlight of the movie. I thought it would have been visually stunning, but it lacked in that department too. This movie was pretty much Disney's Eragon. It failed miserably. If you want to see the best parts of the movie without seeing the movie, please just watch the trailer. I expected so much from Ava DuVernay in this movie, but was left wondering and confused. There are many different Disney movies coming up. I hope this isn't the year that Disney leads us on a misdirection based on what we come to expect and deserve.;9 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;jamesfcall;So pretty hardcore bad acting;1/10;And a really boring story and awful soundtrack. It's really hard to believe this is a Disney movie. Well one that they put in theaters anyway. I guess this would have been fine on the Disney channel especially since it's basically an ad for Disney pop music singers.;23 June 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;josephwangna;My wife can't stay to the end of the movie;1/10;She stormed out half way to vomit and wanted to find the theater manager to ask for a refund, which is a first for her. I slept all the way to the end and was waken up by all the disappointed sighs around me. I have no idea how such a movie was ever to be made, it has no meaning at all.;8 September 2020
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;wandsfire-84240;Waste movie;1/10;If u are a human don't. Watch the movie.waste of time.Disney's bad movie;25 August 2020
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;Tom_the_Bomm;2018 A Space Oprah Odyssey;1/10;"Just a mess of a film. The worst acting since ""Avatar the Last Airbender"", and equally bad special effects. It tries to be some inspirational adventure, but the miserable lack of any story immediately discredits anything they try. Special effects without any substance is like trying to eat ketchup without French fries: just plain gross. The positive messages of the book were taken out and reversed, I assume because the phrase ""Being equal and the same is not the same thing"" would contradict the communist and gender-conformist views of the filmmakers. Having seen the film, I still don't know why in one scene one of the three guides strips and becomes a flying lettuce fluke for the main characters to have fun riding on. I'm not making this up. Oprah ego trip.And they cut out the giant brain from the book. Big mistake.";14 April 2020
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;drew-479-548288;Indulgent, mastabatory, and not true to source;1/10;Awful treatment of a wonderful book. The movie completely misses the point of the book and proves that decent special effects cannot save a shoddy script. The acting is generally awful, Oprah's God complex is on full display, and it's just hard to watch this disrespectful mess.;20 October 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;pwolf-900-528634;How did this get pass pre-screening reviews?;1/10;Usually, movies are pre-screened with audiences before they're released so it can be tested for feedback before it goes out to distribution.I'm almost certain when this movie got pre-screened the people who saw it were either friends or relatives, because it couldn't have done well at all, otherwise, during its pre-screening reviews. I guess that means if you make a $100m movie with Disney, they'll just ignore or fudge the pre-screening feedback and release it.There's no way this was legitimately pre-screened because it was a hot mess for anyone who is a fan of movies.;11 May 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;charlypg;Disappointing and boring;1/10;I had watched the trailer and I was eager to watch the whole movie. But what disappointment! Even though the performances are not bad, the plot is inconsistent and makes no sense.;22 March 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;sneakyrose;Super Slow ...;3/10;Got fooled by the pretty colorful scenes in the trailer and bought the bluray, which am gonna sell on ebay. This movie is soooo slow and boring. Started with main kid got bullied at school, no supporting teachers or parent. Then goes to strange worlds to find her dad. There is a snobby know it all little brother, a dumb handsome boy, and the sulking main hero. Lots of complains from my 11 yr olds.;24 February 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;rick-miniat-67-183715;I had to turn it off 10 minutes in.;1/10;I turned it off 10 minutes in, it's that bad. It's one of my favorite books so I gave it a second chance which ended in the same result. Shame on Disney for letting us all down again.;1 February 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;Oblivion14;Cloying;1/10;"That was pretty much the emotion it evokes the most. Everyone is a Mary Sue character you can't form emotional connections with. They basically only have two emotions displayed through the entire movie: ""self-satisfied beatific smile"" and ""open-mouthed awe"".Such a waste with the actors and special effects. This could have been excellent, if only the movie didn't have a target audience of a 4-year old child.";8 January 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;rmlandrew;What the...;1/10;If you've read the book ... this movie makes no sense.;5 January 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;rmlandrew;Not The Book;1/10;This movie did not follow the book at all. Disappointed.;5 January 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;rossvickers;Wishing that this film gave me the answer to get my time back!;1/10;Not quite sure what happened in this movie... The idea of the It is the only thing I could follow as there was little to no character development.There is no point watching this.;12 December 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;whitney4397;Oprah shoving new age ideology down our throats;1/10;That should probably be the official movie description, as that about sums it up;22 November 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;amberrladd;Literally the worst movie ever made;1/10;"Crapped all over the story, crapped all over the medium of cinema. Irony: all the bull they keep shamelessly trying to make the ""message"" of the film lies, in reality, in the subtleties and subtext of the book- clearly out of the intellectual reach of whoever wrote this pile of goat feces. Conclusion: this movie is the personification of IT.";22 September 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;sln-48459;Terrible;1/10;Such a waste of time and money. My 10 & 11 year old feel asleep and I don't remember most of it because I was bored.;16 July 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;justinlmuir;A wrinkle in time - written by people with smooth brains;1/10;My favorite part was when they flew on the magic lettuce lady who moments earlier (before turning into magic lettuce) stripped herself in front of an eight year old for comedic effect while a 200ft giant oprah watched from a distance. I'm not joking that actually happened in this movie.;13 June 2020
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;princemoosun;Worthy watching movie!!! I don't understand why people are criticizing this movie!!;8/10;"First of all, the concept of this movie is very unique. It is not like any fantasy movie. It shows to you the universe and nature in a different!!
The first part of the movie might be boring but afterwards the movie guides you to a whole new world filled with extraordinary things.MY advice is that ignore the bad ratings and go watch the movie you and your kids will love it!!";10 June 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;pal05052003;Meg and her friends journey to other realms to find her lost father;2/10;I had rather high expectations from the trailer but after watching it, I was wondering what just happened. The visuals were stunning though. Lush bright colors, and scenery. But the story, and tone is terrible executed. The transition from scene to scene is jarring, and the movie cannot really decide if this is supposed to focused on drama or inspiration. It attempts to be Life of Pi but lacks the depth and conflict. There is nothing at stake for the character, and the villain is not at all menacing. The supporting cast led by Oprah Winfrey was brilliant though. Oprah reminds us that she was once and still is a bona fide actor. But the scene stealer is Mindy Kaling as Mrs Who. She is radiant. Storm Reid as the Meg is too annoying in the beginning to be likable, but she does have talent. The other child stars are bland. In short, as a movie fan, I rarely find a movie boring, but this is one of those boring movies. It is full of spectacle but lacking so much of plot or depth and the graces of Oprah Winfrey, Reese Witherspoon, Chris Pine, Michael Pena, Zach Galifianakilis cannot save this movie. In other words, this is a flop waiting to happen;11 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;blaczero;Disappointing;1/10;From the opening scene, this disjointed, terrible storyline took all the scifi elements of the book and spent about 5 total minutes of the movie on them. The rest was some terribly written and acted garbage about feelings joined together by undeveloped characters and unexplained scenes.This is one of the worst movies I have ever seen.;10 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;liven69812;A Really Sweet Movie!;8/10;"I found ""A Wrinkle in Time"" to be a beautiful-looking, serious, sweet, and entertaining movie for teens, young adults, and older folk-- praise to Ava DuVernay for her wonderful directing!";12 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;trinaboice;Disappointing;4/10;"Grade: C+
In a Nutshell: Despite its best intentions, A Wrinkle in Time is disappointing as a film, although kids will probably still like it.
Based on the very popular book A Wrinkle in Time (Time Quintet) by Madeleine L'Engle , it doesn't quite deliver the magic I hoped for, especially since screenwriter Jennifer Lee had done such great work with Disney's Frozen , Zootopia (DVD) Wreck-It Ralph and even Frozen Fever. 
Tips for Parents:LOTS of moral lessons kids and parents can feel good about.
Kids in peril
Mrs. Whatsit uses the word ""prodigious."" In case your kids ask you what it means, you can tell them ""remarkably or impressively great in extent, size, or degree."" Your kids will be so impressed that you know. 
Bullying
No profanity. Thank you!
Multi-racial familyUplifting theme: The only way to defeat the darkness is to become the light.
Love rescues
""Be a warrior."" - Mrs. Which (Oprah)
Center yourself. Become one with the universe and yourself.
""The wound is the place where the light enters you."" - Mrs. WhoThings I liked:Chris Pine! I love him in anything.
Storm Reid is adorable and did a pretty good job, although a bit straight-faced during most of the movie. Her best scene, by far, was with Chris Pine towards the end.
It's a colorful ride. The gossiping flower scene was the best part of the film.
Fun hairstyles on the Mrs.'s.
Zach Galifinakus was pretty funny and did a lot with the very small role he was given.
I think frequencies and energy are so interesting. If you're fascinated by science, check out A Wrinkle in Time Book of Fun, Facts, and Science Energy is everything.
Some of the scenes were shot in gorgeous New Zealand.
Things I didn't like:While director DuVernay was very enthusiastic and creative, her vision was probably overly ambitious, resulting in a choppy mess.
A lot of the green screens look fake with some special effects that don't really work. 
Some weird moments with missing details. Sometimes I really wish directors would let me see their movies before they released them so that I could point out some of the mistakes that could be quickly fixed.
Deric McCabe as Charles Wallace is super cute, but sometimes it was hard to understand what he was saying.
I couldn't understand a word Storm Reid was saying during the tornado scene in the woods.
Cliched scene where someone says, ""Do you trust me?""
Mindy Kaling looked so awkward trying to run in her ridiculous dress. What was her character's purpose? She didn't actually do anything to help. 
Over-the-top make-up. The costumes were creative, but they looked like costumes.The ""Mrs's"" looked more fake than magical. 
You don't need to pay extra money to see this in IMAX. It's fine on the regular screen. Better yet, watch it when it comes out on Netflix.
The dialogue may sound good in the book, but it's awkward in the movie.
Lots of close-ups that don't really work.
A scene in the second trailer was completely cut out of the movie.
I actually looked at the clock on my cell phone. That's never a good sign.
There's no real villain. There's only a wispy, menacing ""it."" 
Kids who haven't read the book might think that Oprah's character's name is Mrs. Witch. While Oprah really is bigger than life (I laughed when Mrs. Which was gigantic), her acting is not good. I heard her speak to a room full of 10,000 a number of years ago at the California Governor's Conference for Women and she was mesmerizing.
Surprisingly, some of the acting was not good by quite a few of the other actors too. It felt forced and contrived.
Interesting lines:""You can do this. You're choosing not to."" - Happy Medium (Zach Galifianakis)
""It's ok to fear the answers, Meg, but you have to face them."" - Happy Medium
""What if we are not just in the universe, but the universe is in us?"" - Mr. Murry (Chris Pine)
""You just have to find the right frequency and have faith in who you are."" - Mrs. Which (Oprah)
""We can't take credit for our talents. It's how we use them that counts."" - Mrs. Whatsit (Reese Witherspoon)
""Your house is so warm. You've done a good job keeping the darkness out."" - Mrs. Whatsit
""Love is always there, even if you don't feel it. It's always there for you."" - Mr. Murry
""Don't give up hope."" - Mrs. Murry (Gugu Mbatha-Raw)  @trinaboice";10 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;redphonebooth;Finally a movie I enjoy with my children.;10/10;This movie is extremely family friendly without loads of creepy adult jokes that the children who watch it now won't get until they are older. I enjoyed the fact that they had an interracial couple, along with a diverse cast, something that hopefully can become the norm one day. I never read the book so I cannot compare to how well they stuck to the storyline or not. It encourages kids to believe in themselves even with their faults.;12 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;jadasarai;Very underrated;8/10;This movie doesn't receive all it's props. I believe many don't have the right amount of imagination to watch this movie which is why everyone else is reviewing and giving it a 1. This movie was well put together and captured many parts from the book. To have adults and kids intrigued by the same movie, I believe its a win!;8 December 2019
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;lordorwell;Very good and thought provoking;9/10;I had been looking forward to this movie not only because the trailers made it look like it had potential, but I have also read the entire book series. Fortunately, it lives up to it's potential. Amazing acting, incredible special effects, and a screenplay and directing that doesn't leave you guessing what the plot is. There are many scenes in the movie that are just plain creepy so keep that in mind. The only reason I did not give this a 10/10 is because I had a few issues with how the father was portrayed at the end.Make sure you know what you are getting into if you watch this. It's not for people looking for brain-dead plots. You need to have intelligence to enjoy it, and movies like this are incredibly rare to come by nowadays.;10 November 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;StregaAsuka;A Wrinkle to Your Time;4/10;The main problem with this movie is not the plot. As the movie is based on an acclaimed novel, which indeed is, it's not the fault of the story, but the fault lies on how the script has been adapted. It is true that is not an easy story to adapt to the big screen and less easy is to addapt it to a film under two hours. The fault doesn't specifically lie on which things have been prioritized before others and which things have been changed (skin colors, gender, character with more weight, characters that disappear). The things that have been changed aren't the cause of the failure of this movie, but most of the problem is which parts of the story have been shown and how long have been presented to the audience. While the book keeps going at a fast pace, never stopping, never letting you breath, the movie goes fast in some aspects that should be taken more slowly and goes really slowly in some aspects that should be gone in two seconds.Plus, the movie seem like a Oprah show. Why is she taking so much screen? (literally speaking, if you have watched the movie you will know what I am talking about). It's ok to put black actors on the screen to appeal to a bigger audience, but please, the main character is the girl, not Oprah's characters. Just watching the credits roll at the end of the film makes you realize who owns the movie (if you haven't done it before) , in terms of money at least.If you have read the book, you will feel a bit out-of-place, because this is not the story you have read. This is a boring story, with characters that make no sense, and scenes that make less sense. If you haven't read the book, you will mostly likely want not to create a wrinkle in time, but in space. More specifically to your sofa. A wrinkle to your sofa.#AWrinkleInTime becomes a #AWasteOfTime;18 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;downthehobbitholeblog;A Wonderful Reminder;9/10;"We really enjoyed watching this movie! Following Meg on her adventure through the universe to find her father and discover the power within herself was a wonderful adventure. It was also a great reminder that we are worthy just the way we are. This is a great movie to go see with your pre-teens and teens! If you want a discussion guide to use afterwards we have one up on our blog now. 
Yes, there were differences from the book. But I was not expecting it to be exactly like the book and I was not disappointed. Yes, there were some Christian pieces of the book watered down- but I still saw God in so many places in the movie! The themes of light and love shone through. 
It was wonderfully acted and the imagery was beautiful! 
We highly recommend this movie!";10 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;SpitfireLil;What Did I Just Watch?;1/10;"I read A Wrinkle in TIme as a child, nearly fifty years ago. I have to admit that I don't remember much about the details of the story or the characters, but even with that, there was a lot left out. This is the story that taught me what dimensions are and what properties constitute each one. As I became an illustrator/ 3-D animator, this is a pretty big deal - and they completely left it out of the movie; they didn't even try to delve into the science.
What this ended up looking like was some type of anti-bullying message-movie (and isn't that all the rage these days?) I rarely watch a movie based on a book before reading the book. In this instance, I feel compelled to go back to the book and rereading it to see how badly the movie got it wrong.";1 October 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;christophertym;The best ending to a film! EVER!!;1/10;Was so happy when it finished! totally made my day that ending!!;28 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;lukefan;Dear Ava DuVernay and Jennifer Lee;2/10;"I admire the director and production team for the colorblind casting. I give this film 4 stars for the great cast. I only wish they had spent more time highlighting why the book was so good to begin with. They didn't have to put it all on Meg rescuing everyone. In the book it's a team effort out of love and friendship, so the parts of the book where they cut out the other characters sacrificing themselves or offering to sacrifice themselves for each other and the total unselfishness of characters like Calvin or Meg's father could have helped pack the emotional punch of this movie. Calvin had much more to do in the book, why cut that out? Giving him nothing to do didn't help develop why he is there to help Meg. He and Meg had growth in their character arcs in ths book. Why just show 1 scene of Calvin having problems with his father, why not develop that a bit more. Develop Charles Wallace being continuously teased or show a montage of it if you're short on time. I really really really hate they didn't have Aunt Beast in there, the ending was totally silly and half-cooked. And developing the three Missuses much more...maybe DuVernay should have picked the TV miniseries format with a longer running time with more room for character motivation and development and had a screenwriter writing more true to the spirit of the actual novel.
I truly admire the colorblindness the film tried to be, but it would have helped to have more meaty story on this film's bones and kept in more of the best things about the book than focusing on the CGI. Way too watered down for my tastes. Respect the audience! We are smarter than you think we are!";28 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;jayceeDope;What a waste of time;1/10;"The movie may have tried so hard to be politically relevant. It feels like the writer have googled ""Inspirational quotes"" and inserted all 10 page results to the script. Very disappointing.";27 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;JRook85;Disappointing;4/10;This movie is to the book as a plastic pizza slice dog toy is to an actual pizza. They took just enough components of the story to achieve a surface level resemblance. The loose or poorly explored plot points overwhelm the film. But all that aside, it's just a bad movie. As my title says, I'm simply disappointed that they threw away such a great story.;15 March 2018
https://www.imdb.com/title/tt1620680/reviews?ref_=tt_urv;pwhitfi;Cast 1 cast with Oprah -1;5/10;"When I left the theater I couldn't quite put my finger on it. I did not understand at first what exactly was wrong. And then I realized I loved the story I love the actors but did not like Oprah in this movie. I'm not quite sure if it was the distracting make up or the fact that it was just Oprah delivering Oprahlike lines there was no transcendence into the character. And I do realize that, that was her character. But it played too close to her real life. I wonder if she switch places with one of the other ""misses"" if it would've been better overall for the movie. It's not a bad movie It's just Oprah was too much - too much distracting make-up, too heavy of a custom, just too much. If they were supposedly made of light and guiding and searching for young warriors, Oprah was too heavy and grounded to be light and it left an imbalance between the three. The young actors, Chris, Gugu, Mindy, & Reese did their jobs and were immersed in their characters. Maybe it was me every time Oprah spoke it was just Oprah not her character. It may just be me ....but I'm not so sure about it. Hats off to the child actors...!!";14 March 2018
