Date,Rating,Review
25.05.2012,5,"I recently stayed at Kempinski hotel in Portorož as a part of a business trip for several days. The hotel is amazing, both from the furnishing, service and overall friendliness of the staff. Only kudos to all the people working at the hotel... Definitely worth visiting again! Hint: Breakfast, server on a sunny terrace is AMAZING!"
25.05.2012,5,"The hotel commands the waterfront of Portoroz, looking both elegant and tasteful unlike it's neighbors. There is an old wing that has been completely renovated and a very modern new wing. We had a waterfront room in the old wing with a very large and beautifully furnished room with very tasteful fixtures. The bathroom is also large and well appointed. The breakfast buffet is possibly the largest with the best variety and quality we have ever had. All the staff are polite but friendly and efficient. All in all a perfect hotel in an idyllic location."
24.05.2012,5,"One of the best hotels I've been to, great service, super clean rooms and bathrooms, excellent beds, top ! And the breakfast buffet is a must ! Don't miss it, it worth it !"
20.05.2012,5,"Typical 5* leasure hotel with very well trained staff. Excellent facility, great location. Good breakfast, but could have been improved with some more veggies."
9.05.2012,5,The best hotel in this region! Although the seaside is not as beautiful as in the south (meaning south Croatia :-) the service in this hotel is perfect! Do not miss the breakfast because it is a nice experience...
3.05.2012,5,"I have traveled a lot, and everytime I stay at a Kempinski Hotel, I am never disappointed. They have the best service, best locations, and they treat you the best."
6.04.2012,5,"It has been a perfect stay for us at this hotel - we both never experienced anything comparable (and we have been to an uncountable No of Grand- and 5 Star such as Emirates Palace, Burj Al Arab, Bensberg or Shangrila). Besides the modern and comfortable design and enteriour of the hotel it was especially your service team who made our stay unforgetable - starting from the reception / reservation who prepared a perfect room setting for our Honeymoon. Moreover your restaurant team was able to literally read every wish from our lips - we would like to especially thank the Restaurant Team who were unbelievably friendly and professional, creating a ""just like at my family"" atmosphere. And surely the Executive Chief Cook a real ""magican"", who created us individual dinner-arrangements which can only be described as ""perfect"". We never experienced such tasty food before!So all in all: we will highly recommend your hotel whereever it is possible and we are looking very forward for our next stay!"
30.01.2012,5,"I was there 3 times and I think that it is a matter of how the staff ""gets you"".If theye are in a good mood, you can get a marvelous room (once we were there 4 my BD in new part of the hotel, room was pirpple and amazingly beautiful plus clean) or you could get a 4**** room for the same price, same booking, same everything.It even depends on which part of the hotel they pick - new or the old one, diferent furniture, diferent ambient.The spa people are wonderful if they are there. I could never get to them through phone or reception. You have to be lucky.The breakfast is amazing though, if you are not a local (because they all speak ONLY enlish or italian - even though I am from Slovenia :)) Funny - they aro not thinking of the lokal turism?Terace is beautiful when sunny, pool area nice even in spring time, summers are amazing :)"
6.01.2012,5,"We have travelled to the Kempinski Palace for a weekend in September. The hotel is perfectly located in the center of Portoroz close to the public beach boulevard that has a wide variety of restaurants and cafe/bars. Parking which is the biggest issue in this small coastal resort is served by the hotel's own car park(note: despite the seemingly expensive price charged by the hotel the parking fee is actually in line with what you would be paying anyway but I suppose if you shell out 300EUR/night the parking fee will be last of your worries)Breakfast: simply put it immaculate and to the highest standards, definitely go out and have your breakfast on the terrace.Room: one of the best I have been to so far - spacious, soft colours and the most spacious bathroom ever!Spa area and swimingpool: modern and clean perhaps a little too short on sunbeds for the number of guests but nevertheless very stylish and classy.Overall do not hesitate to pay a little extra compared to other hotels in portoroz because it will be definitely worth it! hope to be back soon!"
6.01.2012,5,"This was my second stay at this wonderful hotel and it won't be my last. This time I stayed in the modern part of the hotel and the room was absolutely gorgeous. The sleep quality is superb. I cannot decide which rooms I like best - in the new part of the building or the old. All rooms are spacious, very clean, beautifully furnished and have a balcony. Just make sure you face the front side as the view is so much better. I stayed at the hotel in December (first time was in summer) and it was much quiter now. The breakfast choice was a bit more generous in high season and there was more foreign and better trained staff then. But our stay was still perfect and the hotel is an absolute architectural and design gem. I'm looking foreward to staying there in summer!"
8.12.2011,5,"Very beautifull and trendy hotel, one of the best sleeping choises in Slovenia. But small welness, no big view(roar and queu of kiosk like houses between the hotel and the sea).May be breakfast service to be improved."
18.11.2011,5,"what is there to say... a true dream experience an amazing room with wonderful amenities the swimming pool and the saunas accessible am with all the required amenitiesbreakfast in the crystal room was a true delight- the choice of freshly squeezed fruits, teas and bread choicesto be savored and recommended"
19.10.2011,3,"This old very well renovated palace is a unique hotel with a unique service. Staff is super friendly, the whole place is just WOW. Several bars, they project movies at night in the gardens around the hotel, own travel desk, super well maintained, etc....in oder words a real 5 star hotel.My only negative input is that the fitness is way too small for such a hotel, the deck chairs around the pool quite limited. So do like all Germans (yes I insist only Germans do that), before breakfast ¨reserve¨ a chair with your towel and than come to the pool whenever you want.....This unacceptable behaviour is tolerated from the hotel. So people sometimes arrive around twelve and block these seats.Anyway this amazing hotel is in my opinion overprized for its location. Portoroz is really nothing special. The fact that you have to pay expensive parking and quite expensive drinks is not really a necessity when you already pay 300 Euros for your room. This is not Monte Carlo, Porto fino or whatever fancy resort."
19.10.2011,5,"This hotel really stands out as a great place to stay. The staff are very well trained as you would expect from a top hotel but they offer a warmth to their guests that can't be faked. The rooms are comfortable and faultless and the food in the restaurants is excellent though a bit pricey, but you are in a 5* hotel, so it's to be expected and it was the best meal I have had in a long time! The resort of Portoroz is small but is beautifully maintained with clean beaches and lots of facilities. It was very quiet during October, but I am told it's buzzing in the high season. A walk along the sea front to the pretty nearby town of Piran is recommended where there are plenty of restaurants by the sea."
9.10.2011,5,"The hotel is really great. We have stayed there with my husband twice this year - once in the Spring and again for 4 days in the summer and I must say that we were very satisfied. The rooms are very spacious and clean and so is the entire hotel. The service was exellent as well. Breakfast was served in Crystal palace ball room which has a beautiful and large terasse where we enjoyed the great selection of croissants, fruits in perfect combination with a glass of champagne. The Apricot praline dessert I have tried in one of the restaurants was the best dessert I have ever tried.It was definetely a great expirience and we would really go back there again."
30.09.2011,4,"The hotel is in luxury class near the beach with 5 stars. Very good located in the center of Portoroz / Slowenia. The prices are rather high, altough i booked the hotel for low season from ebay actions. The hotel wasn't very full but from the check-in till check-out we felt that the hotel tries to get money for everything, especially from empyt outside parking :)) It has nice SPA and swimming pool, good hotel may be for elder people coz of it's silence but not a party hotel."
23.09.2011,5,"I stayed here during winter so I could not enjoy the pool area, but I have to say that it was a very very good experience. Firstly I got a double upgrade to a renovated room with amazing view. Bathroom was spacious and with very good courtesy line. Nice reception but no escorting service. Very nice buffet breakfast in the panoramic bar. Very good SPA service. Definitely my hotel should I come back to Portoroz."
22.09.2011,5,Excellent hotel (locally 5* superior) with very friendly and helpful staff. High level of service. Excellent breakfast buffet of international level. New building has very nice and comfortable rooms (front desk can adjust aircon temperature in room to your comfort level). Pool area can get crowded on weekends and in summer. Comment: discount offer by Tripadvisor has been discontinued by hotel but was still on Tripadvisor site.
20.09.2011,5,"I usually never evaluate a hotel while still staying there but now I'm safe to say this is my all time favorite hotel. Considering I travel about 4 days per week and usually stay in very nice hotels I really must say I was a bit surprised that they could just amaze me with all the kindness, level of service and level of comfort.What can I say?! It's a no-brainer where to stay when you are staying in Portoroz. Kempinski Palace."
18.09.2011,4,"I stayed in this beautiful hotel first time and I loved it. Staff is amazing, starting with reception, where young girls has been more then kind. Breakfest is magnificent, but food in Fleur de sal... Not that much. Fish was... Just not fish and the waiter was also quite rude. Poll is very nice, but a bit crowdy and we loved the room in the modern part-very nice. Room service was perfect, waiter Aljash (I hope that I write that correctly), was kind, polite and he even showed his skills by suggestig wine. My wife loved it. I have to say that also Stojan from Sofia was great and that all stuff is fantastic. Just improve food and housekeeping. Defenitly see you again.Joerg"
16.09.2011,5,"From the moment we telephoned the hotel from Australia to request information it was as a very welcome and warm reception. When we arrived at the hotel we were met by the Operations Manager, a German lady, who had studied Hospitality in Manly, Australia and was homesick for something Australian.This is a magnificent property where the old glamorous architecture have been beautifully restored and extended merging harmoniously. The hotel takes its theme from the name of the town ""Portoroz"", meaning port of roses. The 5 levels of the hotel are decorated in a different rose colour and the rooms are large and opulantly appointed.The staff are young, professional, friendly and very proactive, the word 'no' does not exist in their vocabulary. The grounds, where pool is, are expansive with views to the ocean as is the terrace where breakfast is served. Breakfast is a spectacular banquet where you have a choice of hot meals cooked to order and champagne.The easy walk to the historical town of Piran is delightful."
16.09.2011,5,"the service stood out here - nadja, a marketing officer, was particularly exceptional - while the food was also exquisite. local ingredients, great flavour combinations and attractive service made for appetising meal times. there's a good pool, which gets a little busy, as you'd expect. rooms are comfortable and well-appointed. a very good hotel."
12.09.2011,5,"The staff was very friendly and professional. Breakfast was superb and the facilities were impeccable. Beds were very comfortable,room was lovely and clean."
8.09.2011,5,"First when we came we were impressed by the size of the hotel, it is huge :)Then when we entered we remained without words...top design, clean, shiny and we felt like a billion euros as it is very glamorous. The best experience I had in the Spa as receptionist really showed the best interest for me to get the best treatment. After one massage I decided to get more treatments for my self and husband and we loved it! Try couples massage, therapists are very nice, gave us very good massages. There were candles, swans made from towels in the shape of heart, vine...amazing! Its worth of every single euro! We will be back, just husband and myself ;)"
6.09.2011,5,"Die Kombination zwischen Tradition und Moderne ist architektonisch sehr gut gelungen, Altbau und Neubau wurden wundervoll zusammengefügtDas Hotel ist perfekt ausgestattet. Sowohl die öffentlichen Bereiche als auch die Zimmer sind sehr geschmackvoll ausgestattet. Neben dem schönen Ambiente besticht vor allem das Service . Das Personal war sehr sehr freundlich und hilfsbereit.  Das Kempinski Portoroz bietet Komfort in einer wunderschönen Umgebung und ist zu 100% empfehlenswert."
31.08.2011,4,"Nice hotel, helpful staff at the reception! So far so good! But I and my wife were kicked out from the restaurant because we did not want to eat we came to have a bottle of good wine and have chance to smoke outside (3 outside tables in the bar were reserved and we were instructed by the barman to go to the restaurant)! Even there were free tables in the restaurant we were not alowed to take one because our wish not to eat!!! So we were forced to go outside of this beautiful hotel and to spend our money somewhere else!!!"
22.08.2011,4,"Since this is a 5-star Kempinski property, everything else than perfect or almost perfect is not enough and should be noted. Therefore, I will try to summarize all the good but especially the bad in this review. The room: It was almost perfect, gigantic bed, bang and olufsen TV, huge bathroom with a massage tub, plenty of storage space. However, there was no minibar and therefore no glasses which we had to ask for, the housekeeping was a bit confused from time to time - turndown service was irregular, bathroom wasn't taken care of properly sometimes. We were probably upgraded as we got a sea view room, even though we didn't book one, which was great, but I think hotel should have informed us. Moreover, the room was apparently one part of a much bigger suite, which resulted in no minibar as mentioned before, a small study room, which was very nice but unnecessary as we would have definitely used a sofa and some armchairs instead, the bell in our room was connected to the bell in the other part of the suite so when someone rang the bell there, it also rang in our room and finally, the air conditioning was a bit slow sometimes and wasn't powerful enough for the big room.The Sun bed policy: We were very surprised to have not only towels but also our belongings taken away from our sun bed after coming back from a 45-minute lunch. We were told that the staff was supposed to make sun beds available after 30 minutes if nobody occupied them. That would make sense, of course. However, there is also a no-reservation policy and when we arrived at the pool area at about 10 45, almost all loungers were taken, nobody was using them and nobody did anything about it for 2 or more hours... That was a bit unexpected in such a luxurious hotel. Other than that, everything else was great. Staff was attentive and nice, the hotel is very well maintained and elegant and the breakfast was to die for. The pool area was a bit crowded but we didn't mind that much. The indoor/outdoor salt water pool was big enough, the water temperature was pleasant. I would definitely appreciate some more sunshades, though - sometimes it was pretty hard to find a sun bed with a sunshade. Unfortunately, the hotel doesn't have a private beach, you can use other public/private beaches for a fee, but sea access wasn't very good - there were either pebbles or sea weed near the entrance to the sea. We didn't get to try the restaurants because they were overpriced and there were many other options around. I would recommend restaurants in the nearby town of Piran, which is beautiful and the restaurants are very good and affordable. To sum it up, despite the minor flaws, the hotel is great and we had a wonderful holiday. We would surely come back."
7.08.2011,5,"There is not a lot to dislike in this hotel. It is almost perfect. Clean rooms, awsome breakfast buffet with several warm dishes on order, formal but friendly service and a large indoor and outdoor swimmingpool. Parking has to be paied at 18 Eur/day! The only thing I really missed in this hotel was a hook in the bathroom to hang up the bathrobe."
2.08.2011,5,Fantastic swimming pool and spa area. Rarely had difficulty finding a sun lounger but some hotel guests reinforced teutonic stereotypes by placing towels on loungers at sunrise.Stayed in the new wing of hotel and the room easily accomodated my wife and I and young son. Breakfast was available until midday on a lovely terrace next to the garden area and the food selection was extensive and of high quality. Staff excellent with one exception - a female member of the reception staff who was surly. Would definitely return!
29.07.2011,5,"The hotel is good, but only if you are not too picky. It's new, so it is actually very beautiful and without signs of wear and so on. But the staff is so so and the waiters probably don't have a suit to change if they get dirty in the line of work. They can bring you a rare wine bottle for 5000 EUR, but you don't order it because you don't want to have it served by a waiter that does not look to be very professional and has big stains on his suit. Many staff are not Slovenian but imported from ex-Yugoslavia, so they can get lower salaries. That does not give a service standard that one wealthy guest would expect from a pricy 5 star hotel. Otherwise, everything else was very nice and the food good too, so I guess, no REAL complaints after all. Just be sure to take maybe a discount package or something like that, because the hotel is good but not as good as its regular prices are. So, we'll come back, as this is actually the only real 5 star hotel in Portoroz and one of the best in Slovenia after all."
29.07.2011,5,"I found the hotel excellent, very nice room, building, swimming pool and outstanding breakfast. Did not use the restaurant facilities though. The Slovenian coast itself is a very nice mixture of Italian and Balkan (former Yugoslavian) atmosphere. In one word: perfect holidays. 5 stars rating is an exceptional rating, but they deserve it. Small minus point: when entering or leaving the hotel (and asking them to pick up the car for example), the reception and front desk boys are a bit ""staring"" at the guests and having their own comments amongst hemselves apparently. :-)"
26.07.2011,5,"This is a magical hotel with beautiful rooms and great views to the Adriatic sea. Service and food were top drawer .The property is simply magnificent. The room we booked has been huge with all amenities excellent, WiFi internet connection- free of charge. Buffet breakfast has been fabulous and served till 12 a.m. :) The place served at is just amazing- if not mistaken called 'Crystal Hall'. I truly recommend that hotel spoiled by our memorable experience within Kempinski Palace Portoroz. ???? ? ????????? ????? ? ??????? ???? ? ????????? ?????? ??? ???????????? ????.???????????? ? ??????? ?? ???-?????? ????. ??????? ? ?????? ???????????. ????????????? ?? ??? ???? ???? ??????? ? ??????? ????????? ? ??????, WiFi ???????? ?????? ???? ?????????. ????????? ?? ??????? ???? ? ????????? ? ?? ??????? ?? 12 ?.:) ? ? ?????? ??????????, ??? ?? ?????, ???????? ""????????? ????"". ???????? ??????????? ???? ?????, ??????? ?? ????????????? ??????? ?? ????????? ????? ????????."
16.07.2011,3,"We've chosen the Kempinski Hotel in Portoroz based on our (outstanding) experience with another hotel from the same group (the Duke's Palace in Bruges). But after our 4 days' stay, we have to conclude that it's not upto the same 5 star level, alas.There are 2 restaurants, so they say. But that's not the case: the one restaurant (Fleur de Sel) gets its dishes from the kitchen of the other one (Sophia), located at the complete opposite side of the two buildings wide hotel. Perhaps that's the cause of the long waits between dishes: one hour between first and main plate was not an exception, unfortunately. For the complete 3 dishes half-board menu you'd easily need 3 hours, and that's not acceptable in a 5-stars hotel. On top of that we find prices for wine starting at something like 35 and easily going over 100 EUR a bottle largely exagerated in a southern, wine producing country as Slovenia.The swimming pool is a connecting indoor and outdoor one, but unfortunately has salted water in it. The room service gradually ""forgets"" about you: the first day beds were done properly and early, and we got enough towels, shampoo & shower gel for 3 persons, but the last 2 days we had to phone the roomkeeper in the afternoon to get someone for servicing, and all of a sudden we had to manage with only two sets of fresh towels. Other details like this (although important, given the applied prices) led us to conclude that this Kempinski is not really up to its advertized 5 stars, but instead is more of an average 4 star hotel.Apart from that, think twice about travelling to the Slovenian coast. Portoroz and Piran disappointed us: practically no shops nor any cozy streets to stroll through, none (Portoroz) or only a rudimentary (Piran) coast promenade, a casino on every street corner,... To summarize: everything breathes more of an former East-European atmosphere in a region where firm Western prices are applied for drinks, restaurants & shops (if any). The slogan applied must be ""Come visit us, we need (and we'll get) your money""..."
24.06.2011,5,"I visited the Kempinski Portoroz as a member of a large corporate group in June. I expected an efficient conference hotel - and indeed it was - but it also is exactly what a 5 star hotel should be all about. First of all it is an imposing, big, classy oldi building that sits on the seafront, separated by a road and a parade of shops and restaurants. the hotel has been resored with great care. The bedrooms are big, roomy modern affairs, with great beds and bathrooms. The common parts are cool - particulary the uber-trendy white bar. The grounds are 'Slovenian zen' and the pool is nice (salt water) but perhaps too small for a hotel of this size , and surrounded by sad rows of loungers. The spa is teriffic. However the best part of the hotel is the staff ,who are simply amazing - they have eyes in the back of thier heads and are superbly accomodating and attentive. If there is a drawback, I'd say it's the town of Portoroz itself...just a bit crummy and cheap. But up the road you have Piran, which is the total reverse - fantastic!"
13.06.2011,5,"I've been to Portoroz and have enjoyed good times, good food and good service in many places there, but having just stayed at the Kempinski, I must say that I'm now spoiled for any other location.Their rooms are nice with lovely views of the Adriatic. You can sit outside and enjoy breakfast as you watch the town slowly come to life. The restaurants are good but hard to get into -- reserve your table as soon as you check in! -- but if they're not to your taste, Portoroz and nearby Piran offer so many great places to eat that you should be sure that you've got an unused notch on your belt.The crowning item, however, was the service. One of the front office managers, Natasha Karat, made me feel as though she were there just to look after me and whatever I needed. I so very much look forward to my next trip to Slovenia's beautiful coast."
29.05.2011,5,"I think this hotel easily comes into top 5 best European hotels. It's absolutely flawless. Great staff, everything works as it should, very stylish interior and exterior, exellent food and also for the time of our stay - exellent weather. If you go there, you should take care not to overload your stomach during breakfast (which is until 12o'clock btw), because every dish is so delicious!! Super nice fitness, WIFI, pool (in&out), spa, sauna, the best beds in the world and much more included in the price. If not the best it is certainly the best bang for the buck. We also had a dog and he too was treated like a king..."
18.05.2011,5,"the hotel is absolutly beautiful! it has a wunderful pleasant and modern ambiance. one part of the hotel is very old (from the time of austria royal dynasty) and the other part is new - and it fits perfect together. the whole hotel is nice decorated. our room was lovely, with very cosy beds, nice bath and view to the sea.the staff is very professionel and friendly. the garden and the pool and spa-area are also beautiful, with good services.the price of the room was low, because it was low-season, otherwise it`s high.we only ate at the pool-area. it was ok, nothing special, but high price. the breakfast was included and very good, with lots of choices, also fine for the eyes. it was served in the old part of the hotel - the cristal-room. impressiv! this hotel is perfect for this area, for a short stop, to relax and visit Piran."
10.04.2011,3,"We went to Portoroz for a conference. The hotel is a nicely restored former jewel of the Adriatic, staff is exceptional and kind. Rooms are not the biggest, bathrooms rather small. Breakfast was nice, but not exceptional. Our bathroom badly needed maintenance: personal scale was out of order, batteries old and corroded. Taps on the sink not properly fitted, cold water running very slowly. Traces of mold around bathtub. The biggest negative surprise was additional charge to my credit card several days after the check-out, without any notice or invoice sent. So be aware."
27.03.2011,5,"The location is beautiful. The hotel is amazing. The service is fantastic. The half-board was GREAT; it includes both breakfast and a 3-course dinner. The only thing not to love is the price... but that's to be expected. If budget and locations allow, I will go out of my way to stay at Kempinski every single time in the future. What a place!"
2.12.2010,5,"We went to Portoroz for a conference and before coming everybody expected some kind of a village. Trieste airport didn't surprise us, but when we passed the highway and got into the town I was shocked - this is one of the most beautiful places in Europe. Nature is stunning, evergreen. In November town is quiet but I guess in summer it's bubbling as any other resort. The hotel consists of two parts - Palace and modern (kind of high-tech)- located just two steps from the beach. Room was spacious and very light, nice little terrace where you have a cigarette and watch the sunset. Ah, and you have wi-fi for free evrywhere at the hotel."
1.12.2010,5,"I have never been in Slovenia and honestly never though about going there. After my stay there, I am seriously considering this as a future holiday destinations.I stayed at the Kempinski for a conference and was amazed by the quality this hotel offers. Here are a few highlights:- Every service staff addressed me by name and was not just polite (likein other hotels, but warm and welcoming!)- My room had sea view (so no problem waking up with such a great view). Bathroom was huge, with separate bath and shower and plenty of amenities- Housekeeping made sure the room is always tidy.- Room Service is just wow.: Try the Beef with black Truffels!- Conference Facilities were great and service was discrete- The Slovenian national team stayed there when I was there.There is a casino right next to the hotel, but I did not manage to go."
25.11.2010,5,I have recently been in Portoroz due to a conference. I can recommend this hotel with outstanding service.The rooms are very spacious and I had a great room facing the sea.The meeting was exceptionally well organized and the staff was very friendly.I even had the time to enjoy the great SPA facilites.I really recommend this hotel!
25.11.2010,5,The stay was amazing. The check in was smooth. Rooms are spacious and cozy. Nice welcome ameneties and free high speed internetThe staff has an amazing smile and were very helpful and professional
24.11.2010,5,"I visited the hotel in the course of a conference. Arriving in the hotel after a drive of one hour and 15 minutes through the landscape of Slovenia the staff was very warm welcoming. A lot of press was around and we felt very honored until we realized, they were not there because of us but waiting for the arrival of the national Slovenian football team:-) still nice...throughout our stay the staff of the hotel took of us with the utmost attention and care. The room was very spacious with a contemporary and luxury interior and a fabulous sea view. The conference area is located in the newer part of the hotel having a medium sized conference room and some breakout room with modern equipment. Reataurant and Bars have very goos and attentive service staff. I highly recommend the spa Area of the hotel which is a fantastic alternation to relief from the stress of the conference. All in all a great hotel, highly to recommend"
11.10.2010,5,"This is an absolutely fantastic hotel, one which I would highly recommend, and I am very tempted to go back very soon. It is a very relaxing environment where nothing is too much trouble for the staff. In all honesty there wasn't much need for the staff as everything was perfect in the first place.The pool and spa area is a real indulgence of luxury, especially after walking to Piran and back, and it was a novelty to have an indoor/outdoor salt water pool - very enjoyable.The rooms are spacious and very comfortable and the bed is divine. You can even purchase the pillows from the front desk should you get too attached and want one for your own home.The hotel is well situated and you can easily amble to Piran along the coastline. We stayed here for 3 nights, all of which were exceptional."
3.10.2010,5,"The hotel itself is beautiful, the atmosphere even more so. When we arrived, we could check in early (even though it was high season) and they automatically upgraded us to a room with a better view. The room was spacious and elegantly furnished, the view was fantastic - all of the promenade and sea (we were staying at a higher floor). There's an extensive room service. Breakfast was very anjoyable (high variety food, dining alfresco on a terrace) - staff very polite and welcoming. The pool was also nice, comfortable sun lounges, although it can get crowdy in the middle of the season, very good pool menu (the best chicken salad I ever had). The garden surounding the hotel could not be more gorgeous. I would and definetely will stay there again."
22.09.2010,5,"If you are looking for a place to relax, the Kempinski in Portoroz is the place. It has just been totally redone and it is absolutely gorgeous! It has the best service, a reasonably price spa with great treatments and really good beds. The rooms were very quiet and very large. It is just across the street from the seaside with all of its restaurants and beaches. And, about 1.8 km from Pirin. The staff went out of their way on everything from parking our car to room service. I can't say enough good things about them."
28.08.2010,5,"Amazing service, friendly staff, beautiful room, Spa a bit small but still great, just the best breakfast ever...those who disliked this hotel really have hight expectations. Room service late at night with no problem, overall really an amazing experience. The location itself is ok, definitely the best hotel on Slovenian coast."
26.08.2010,3,"First of all, the Hotel itself is beautiful! Actually one of the nicest settings I have ever been to.However there is a lack of professionality regarding how the Hotel is managed.The Management (at least the people who we saw, like the General Manager and the F&B Manager) are quite young. I actually don't mind that, but I find it quite disturbing when these people have a problem greeting their guests when they meet them within the hotel (several times). However, you can see, that there are still a lot of problems. The staff is not very well trained. We saw that a lot during breakfast. The staff at the pool is more busy watching their PC screen than looking out for their guests. This leads to a problem when you get down to the pool after 11 am, as you might have problems finding an empty sun bed. We wrote a long letter to the GM as we always believe that you can only learn if you know. So far there was no response, let's see if we get one.It is hard for me to say if I would recommend this Hotel to a friend. It is, as I said, a beautiful hotel, but so far the service is not up to the 5 Star Standard."
23.08.2010,5,"Excellent new hotel. Competent management, well-trained staff, even concierge knows what he is doing. Free unlimited internet in rooms! Not much of a view from the room though and the balcony too small to comfortably sit there (we were in the new part of the hotel). Otherwise the rooms are fantastic, new, shiny, sparkling clean. I think it's the best hotel in the area."
20.08.2010,4,"nice location, near the sea but without direct view to beach ( some buildings with shops !!!), nice renovated rooms, SPA should be bigger, outdoor pool ok, very nice breakfast, could eat outside, in gourment restaurant ""Sophia"" problems with service ( wait to long) and I expect much better food ( via Michelin way) but in other, second hotel restaurant ""Fleur de sel"" profesional waiters team but food also notning realy special. In both restaurants to expensive Slovene wine even for 5 star hotel"
2.08.2010,5,"The Hotel Kempinski Palace Portoroz is a wonderful place to relax and unwind. The staff are exceptionally friendly. When they found out it was our honeymoon they kept the champagne coming. They also made a cute little design on our bed. Although the hotel does not have it’s own beach, it rents a part of the best private beach for which you have to pay 20euro a day per person. We found this to be a very acceptable solution for the time being. They are nice enough to give you some fruit and water for the beach. There is also a very nice inside/outside pool area and a sauna area, both of which we enjoyed tremendously as they are very clean, calm and have a sense of peace about them. The breakfast is also spectacular by any standard. (you can literally get whatever you want...except for caviar) They organize film nights outside when the weather permits; also a very enjoyable evening event. Now for the tiny ‘flaw’. The food, although of a high quality, lack imagination and is as a result overpriced. The menu also lacks inspiration. (It fails to utilize local sea-food, truffles...ect.)"
16.07.2010,4,"Beginning July I spent 2 days for a business meeting. The rooms are spacious, and very relaxing. Staff is friendly, but somehow I have the feeling that the staff is not at usual Kempinski level. Soem of my colleagues arrives before midnight and had to look half an hour to find someone for checking in. Excellent Spa treatments, and very nice swimming pool. The quality of the food is excellent, but maybe 2 comments on this: the ? la carte restaurants are a bit overpriced, and for this level of Hotel I do not like that at breakfast you have to pick your marmelade with a spoon out of the pot. (maybe I am spoiled, but at this level i expect nice tiny little marmelade glasses) About Portoroz, what should I say, I know the place very well, and it is not something to compare with Saint-Tropez in France. Nice shops are absent, just the usual tourist shops, so somehow the level of this hotel does not fit in the environment. Will definitely try the other Kempinski in Savudrija, just 30 minutes away from this one."
3.07.2010,5,"Hotel Kempinsky Palace is a beautifully restored ‘Grand Hotel’ at the boulevard of Portoroz. I would call it a design hotel that has opened its doors only last year after an extensive renovation. The hotel overlooks the sea, but there is a rather busy road in between. The crystal room is planned for breakfast and it has a fantastic terrace to enjoy the breakfast buffet, that has an overwhelming choice of food and freshly baked eggs. The lunch was also very good.The room was large, with a design bath room and all toiletteries you expect in a 5-star hotel. I had a large balcony. Free wireless internet. Worthwhile to mention: excellent sleeping quality of the bed. There is a parking garage below the hotel, which I never saw as the door man parked my car, which was very convenient of course.All staff was extremely friendly and helpful, with attention to small details. Really a great service. I enjoyed my stay from the beginning to the very last moment."
1.07.2010,5,"This is probably the best hotel in whole Slovenia. Exellent service and everything what you demand from 5 star hotel. Beach is on the other side of the road. It is a bit overcrowded but hotel has a private part with sunbeds und umbrellas. If you prefer you can stay at quiet and nice hotel indoor and outdoor pool. Good SPA superb breakfast. plenty of restaurants with good seafood in the neibourhood. Close to major Slovenian attractions - caves, Piran, Bled, Lipica, Ljubljana, Koper. Consider one day excursion to venice if you have time!"
1.06.2010,5,"Travellers -this is a fantastic hotel with lots of interesting design elements - i waas personally really surprised to find stuff in decor and rooms that vi had not seen before. The Hotel is placed in Portoroz, which is good for a few days but certtainly offers many cheaper alternatives to stay. However, a super'nice country like Slovenia really deserves a Hotel at its short coast like this Kempinski quality place.Of special note is - Restaurant Flor de Sal- The Spa place, with an outdoor swimmingpool- the small but stylish Gym withz brandnew equipment hardly ever used- the Cristal room for the breakfasti can recommend a sty for a few days, and make sure you go by PIRAN for dinner one night."
23.03.2010,5,"This hotel is beautiful, excellent, spotless and the service is faultless. Attention is paid to every detail both in the superb rooms and the public areas. The spa is a joy and the food in the restaurant was superb"
18.02.2010,3,"We stayed in the hotel in spring 2009 with our daughter. The hotel is beautiful and the rooms comfortable and there is nothing bad we can say about the location and the food. Never the less we have had a chance to see cocroaches in the childrens playroom near the main lobby and after mentioning it to the staff at the reception we received an answer that somebody forgot to close the door leading to a storage or something. The second negative comment is that the hotel has by far to small gym for its category and it is located in the top floor very poorly marked (at least at the time of our stay). By the way, despite the fact that I smoke, the manager of the hotel left a negative impression by smoking in the bar alongside the restaurant. Bravo, it does seam that laws are not made for everybody."
5.01.2010,5,"One of the best hotels i`ve ever been to. Beautiful historical building that reminds past centuries, amazing environment, great staff...rooms were, as i`d expected, stylish like in other hotels of this cathegory (grey`n`light brown tones) with a huge bathroom and all the necessary accessories (slippers included;-). Even though we didn`t have a room with sea view (it overlooked the garden), i was pretty surprised with lavender pillows and the atmosphere in general. The only thing i remembered as negative was the overpampering of the guests:-). Staff kept knocking on the door asking if everithing was ok or if we need something etc. The stricker ""do not disturb"" would do the trick;-)Check out the breakfast. (the best choice ever!!! try the granola cookies and youghurts.)They even had the healing teas and cranberry juice which came in handy by the time i was there. This hotel is a TOP!"
2.01.2010,5,"From the moment we checked in, until we left four days later nothing was too much trouble for the staff. We enjoyed the Spa so much we visted twice. The meals and wine selection were well priced and very good value.Our next visit to Portoroz would not feel complete if stayed in any other Hotel."
